alpha,n,result
1.2692307692307692,170,1
1.2692307692307692,171,1
1.2692307692307692,172,1
1.2692307692307692,173,1
1.2692307692307692,174,1
1.2692307692307692,175,1
1.2692307692307692,176,1
1.2692307692307692,177,1
1.2692307692307692,178,1
1.2692307692307692,179,1
1.2692307692307692,180,1
1.2692307692307692,181,1
1.2692307692307692,182,1
1.2692307692307692,183,1
1.2692307692307692,184,1
1.2692307692307692,185,1
1.2692307692307692,186,1
1.2692307692307692,187,1
1.2692307692307692,188,1
1.2692307692307692,189,1
1.2692307692307692,190,1
1.2692307692307692,191,1
1.2692307692307692,192,1
1.2692307692307692,193,1
1.2692307692307692,194,1
1.2692307692307692,195,1
1.2692307692307692,196,1
1.2692307692307692,197,1
1.2692307692307692,198,1
1.2692307692307692,199,1
1.326923076923077,0,1
1.326923076923077,1,1
1.326923076923077,2,1
1.326923076923077,3,1
1.326923076923077,4,1
1.326923076923077,5,1
1.326923076923077,6,1
1.326923076923077,7,1
1.326923076923077,8,1
1.326923076923077,9,1
1.326923076923077,10,1
1.326923076923077,11,1
1.326923076923077,12,1
1.326923076923077,13,1
1.326923076923077,14,1
1.326923076923077,15,1
1.326923076923077,16,1
1.326923076923077,17,1
1.326923076923077,18,1
1.326923076923077,19,1
1.326923076923077,20,1
1.326923076923077,21,1
1.326923076923077,22,1
1.326923076923077,23,1
1.326923076923077,24,1
1.326923076923077,25,1
1.326923076923077,26,1
1.326923076923077,27,1
1.326923076923077,28,1
1.326923076923077,29,1
1.326923076923077,30,1
1.326923076923077,31,1
1.326923076923077,32,1
1.326923076923077,33,1
1.326923076923077,34,1
1.326923076923077,35,1
1.326923076923077,36,1
1.326923076923077,37,1
1.326923076923077,38,1
1.326923076923077,39,1
1.326923076923077,40,1
1.326923076923077,41,1
1.326923076923077,42,1
1.326923076923077,43,1
1.326923076923077,44,1
1.326923076923077,45,1
1.326923076923077,46,1
1.326923076923077,47,1
1.326923076923077,48,1
1.326923076923077,49,1
1.326923076923077,50,1
1.326923076923077,51,1
1.326923076923077,52,1
1.326923076923077,53,1
1.326923076923077,54,1
1.326923076923077,55,1
1.326923076923077,56,1
1.326923076923077,57,1
1.326923076923077,58,1
1.326923076923077,59,1
1.326923076923077,60,1
1.326923076923077,61,1
1.326923076923077,62,1
1.326923076923077,63,1
1.326923076923077,64,1
1.326923076923077,65,1
1.326923076923077,66,1
1.326923076923077,67,1
1.326923076923077,68,1
1.326923076923077,69,1
1.326923076923077,70,1
1.326923076923077,71,1
1.326923076923077,72,1
1.326923076923077,73,1
1.326923076923077,74,1
1.326923076923077,75,1
1.326923076923077,76,1
1.326923076923077,77,1
1.326923076923077,78,1
1.326923076923077,79,1
1.326923076923077,80,1
1.326923076923077,81,1
1.326923076923077,82,1
1.326923076923077,83,1
1.326923076923077,84,1
1.326923076923077,85,1
1.326923076923077,86,1
1.326923076923077,87,1
1.326923076923077,88,1
1.326923076923077,89,1
1.326923076923077,90,1
1.326923076923077,91,1
1.326923076923077,92,1
1.326923076923077,93,1
1.326923076923077,94,1
1.326923076923077,95,1
1.326923076923077,96,1
1.326923076923077,97,1
1.326923076923077,98,1
1.326923076923077,99,1
1.326923076923077,100,1
1.326923076923077,101,1
1.326923076923077,102,1
1.326923076923077,103,1
1.326923076923077,104,1
1.326923076923077,105,1
1.326923076923077,106,1
1.326923076923077,107,1
1.326923076923077,108,1
1.326923076923077,109,1
1.326923076923077,110,1
1.326923076923077,111,1
1.326923076923077,112,1
1.326923076923077,113,1
1.326923076923077,114,1
1.326923076923077,115,1
1.326923076923077,116,1
1.326923076923077,117,1
1.326923076923077,118,1
1.326923076923077,119,1
1.326923076923077,120,1
1.326923076923077,121,1
1.326923076923077,122,1
1.326923076923077,123,1
1.326923076923077,124,1
1.326923076923077,125,1
1.326923076923077,126,1
1.326923076923077,127,1
1.326923076923077,128,1
1.326923076923077,129,1
1.326923076923077,130,1
1.326923076923077,131,1
1.326923076923077,132,1
1.326923076923077,133,1
1.326923076923077,134,1
1.326923076923077,135,1
1.326923076923077,136,1
1.326923076923077,137,1
1.326923076923077,138,1
1.326923076923077,139,1
1.326923076923077,140,1
1.326923076923077,141,1
1.326923076923077,142,1
1.326923076923077,143,1
1.326923076923077,144,1
1.326923076923077,145,1
1.326923076923077,146,1
1.326923076923077,147,1
1.326923076923077,148,1
1.326923076923077,149,1
1.326923076923077,150,1
1.326923076923077,151,1
1.326923076923077,152,1
1.326923076923077,153,1
1.326923076923077,154,1
1.326923076923077,155,1
1.326923076923077,156,1
1.326923076923077,157,1
1.326923076923077,158,1
1.326923076923077,159,1
1.326923076923077,160,1
1.326923076923077,161,1
1.326923076923077,162,1
1.326923076923077,163,1
1.326923076923077,164,1
1.326923076923077,165,1
1.326923076923077,166,1
1.326923076923077,167,1
1.326923076923077,168,1
1.326923076923077,169,1
1.326923076923077,170,1
1.326923076923077,171,1
1.326923076923077,172,1
1.326923076923077,173,1
1.326923076923077,174,1
1.326923076923077,175,1
1.326923076923077,176,1
1.326923076923077,177,1
1.326923076923077,178,1
1.326923076923077,179,1
1.326923076923077,180,1
1.326923076923077,181,1
1.326923076923077,182,1
1.326923076923077,183,1
1.326923076923077,184,1
1.326923076923077,185,1
1.326923076923077,186,1
1.326923076923077,187,1
1.326923076923077,188,1
1.326923076923077,189,1
1.326923076923077,190,1
1.326923076923077,191,1
1.326923076923077,192,1
1.326923076923077,193,1
1.326923076923077,194,1
1.326923076923077,195,1
1.326923076923077,196,1
1.326923076923077,197,1
1.326923076923077,198,1
1.326923076923077,199,1
1.3846153846153846,0,1
1.3846153846153846,1,1
1.3846153846153846,2,1
1.3846153846153846,3,1
1.3846153846153846,4,1
1.3846153846153846,5,1
1.3846153846153846,6,1
1.3846153846153846,7,1
1.3846153846153846,8,1
1.3846153846153846,9,1
1.3846153846153846,10,1
1.3846153846153846,11,1
1.3846153846153846,12,1
1.3846153846153846,13,1
1.3846153846153846,14,1
1.3846153846153846,15,1
1.3846153846153846,16,1
1.3846153846153846,17,1
1.3846153846153846,18,1
1.3846153846153846,19,1
1.3846153846153846,20,1
1.3846153846153846,21,1
1.3846153846153846,22,1
1.3846153846153846,23,1
1.3846153846153846,24,1
1.3846153846153846,25,1
1.3846153846153846,26,1
1.3846153846153846,27,1
1.3846153846153846,28,1
1.3846153846153846,29,1
1.3846153846153846,30,1
1.3846153846153846,31,1
1.3846153846153846,32,1
1.3846153846153846,33,1
1.3846153846153846,34,1
1.3846153846153846,35,1
1.3846153846153846,36,1
1.3846153846153846,37,1
1.3846153846153846,38,1
1.3846153846153846,39,1
1.3846153846153846,40,1
1.3846153846153846,41,1
1.3846153846153846,42,1
1.3846153846153846,43,1
1.3846153846153846,44,1
1.3846153846153846,45,1
1.3846153846153846,46,1
1.3846153846153846,47,1
1.3846153846153846,48,1
1.3846153846153846,49,1
1.3846153846153846,50,1
1.3846153846153846,51,1
1.3846153846153846,52,1
1.3846153846153846,53,1
1.3846153846153846,54,1
1.3846153846153846,55,1
1.3846153846153846,56,1
1.3846153846153846,57,1
1.3846153846153846,58,1
1.3846153846153846,59,1
1.3846153846153846,60,1
1.3846153846153846,61,1
1.3846153846153846,62,1
1.3846153846153846,63,1
1.3846153846153846,64,1
1.3846153846153846,65,1
1.3846153846153846,66,1
1.3846153846153846,67,1
1.3846153846153846,68,1
1.3846153846153846,69,1
1.3846153846153846,70,1
1.3846153846153846,71,1
1.3846153846153846,72,1
1.3846153846153846,73,1
1.3846153846153846,74,1
1.3846153846153846,75,1
1.3846153846153846,76,1
1.3846153846153846,77,1
1.3846153846153846,78,1
1.3846153846153846,79,1
1.3846153846153846,80,1
1.3846153846153846,81,1
1.3846153846153846,82,1
1.3846153846153846,83,1
1.3846153846153846,84,1
1.3846153846153846,85,1
1.3846153846153846,86,1
1.3846153846153846,87,1
1.3846153846153846,88,1
1.3846153846153846,89,1
1.3846153846153846,90,1
1.3846153846153846,91,1
1.3846153846153846,92,1
1.3846153846153846,93,1
1.3846153846153846,94,1
1.3846153846153846,95,1
1.3846153846153846,96,1
1.3846153846153846,97,1
1.3846153846153846,98,1
1.3846153846153846,99,1
1.3846153846153846,100,1
1.3846153846153846,101,1
1.3846153846153846,102,1
1.3846153846153846,103,1
1.3846153846153846,104,1
1.3846153846153846,105,1
1.3846153846153846,106,1
1.3846153846153846,107,1
1.3846153846153846,108,1
1.3846153846153846,109,1
1.3846153846153846,110,1
1.3846153846153846,111,1
1.3846153846153846,112,1
1.3846153846153846,113,1
1.3846153846153846,114,1
1.3846153846153846,115,1
1.3846153846153846,116,1
1.3846153846153846,117,1
1.3846153846153846,118,1
1.3846153846153846,119,1
1.3846153846153846,120,1
1.3846153846153846,121,1
1.3846153846153846,122,1
1.3846153846153846,123,1
1.3846153846153846,124,1
1.3846153846153846,125,1
1.3846153846153846,126,1
1.3846153846153846,127,1
1.3846153846153846,128,1
1.3846153846153846,129,1
1.3846153846153846,130,1
1.3846153846153846,131,1
1.3846153846153846,132,1
1.3846153846153846,133,1
1.3846153846153846,134,1
1.3846153846153846,135,1
1.3846153846153846,136,1
1.3846153846153846,137,1
1.3846153846153846,138,1
1.3846153846153846,139,1
1.3846153846153846,140,1
1.3846153846153846,141,1
1.3846153846153846,142,1
1.3846153846153846,143,1
1.3846153846153846,144,1
1.3846153846153846,145,1
1.3846153846153846,146,1
1.3846153846153846,147,1
1.3846153846153846,148,1
1.3846153846153846,149,1
1.3846153846153846,150,1
1.3846153846153846,151,1
1.3846153846153846,152,1
1.3846153846153846,153,1
1.3846153846153846,154,1
1.3846153846153846,155,1
1.3846153846153846,156,1
1.3846153846153846,157,1
1.3846153846153846,158,1
1.3846153846153846,159,1
1.3846153846153846,160,1
1.3846153846153846,161,1
1.3846153846153846,162,1
1.3846153846153846,163,1
1.3846153846153846,164,1
1.3846153846153846,165,1
1.3846153846153846,166,1
1.3846153846153846,167,1
1.3846153846153846,168,1
1.3846153846153846,169,1
1.3846153846153846,170,1
1.3846153846153846,171,1
1.3846153846153846,172,1
1.3846153846153846,173,1
1.3846153846153846,174,1
1.3846153846153846,175,1
1.3846153846153846,176,1
1.3846153846153846,177,1
1.3846153846153846,178,1
1.3846153846153846,179,1
1.3846153846153846,180,1
1.3846153846153846,181,1
1.3846153846153846,182,1
1.3846153846153846,183,1
1.3846153846153846,184,1
1.3846153846153846,185,1
1.3846153846153846,186,1
1.3846153846153846,187,1
1.3846153846153846,188,1
1.3846153846153846,189,1
1.3846153846153846,190,1
1.3846153846153846,191,1
1.3846153846153846,192,1
1.3846153846153846,193,1
1.3846153846153846,194,1
1.3846153846153846,195,1
1.3846153846153846,196,1
1.3846153846153846,197,1
1.3846153846153846,198,1
1.3846153846153846,199,1
1.4423076923076923,0,1
1.4423076923076923,1,1
1.4423076923076923,2,1
1.4423076923076923,3,1
1.4423076923076923,4,1
1.4423076923076923,5,1
1.4423076923076923,6,1
1.4423076923076923,7,1
1.4423076923076923,8,1
1.4423076923076923,9,1
1.4423076923076923,10,1
1.4423076923076923,11,1
1.4423076923076923,12,1
1.4423076923076923,13,1
1.4423076923076923,14,1
1.4423076923076923,15,1
1.4423076923076923,16,1
1.4423076923076923,17,1
1.4423076923076923,18,1
1.4423076923076923,19,1
1.4423076923076923,20,1
1.4423076923076923,21,1
1.4423076923076923,22,1
1.4423076923076923,23,1
1.4423076923076923,24,1
1.4423076923076923,25,1
1.4423076923076923,26,1
1.4423076923076923,27,1
1.4423076923076923,28,1
1.4423076923076923,29,1
1.4423076923076923,30,1
1.4423076923076923,31,1
1.4423076923076923,32,1
1.4423076923076923,33,1
1.4423076923076923,34,1
1.4423076923076923,35,1
1.4423076923076923,36,1
1.4423076923076923,37,1
1.4423076923076923,38,1
1.4423076923076923,39,1
1.4423076923076923,40,1
1.4423076923076923,41,1
1.4423076923076923,42,1
1.4423076923076923,43,1
1.4423076923076923,44,1
1.4423076923076923,45,1
1.4423076923076923,46,1
1.4423076923076923,47,1
1.4423076923076923,48,1
1.4423076923076923,49,1
1.4423076923076923,50,1
1.4423076923076923,51,1
1.4423076923076923,52,1
1.4423076923076923,53,1
1.4423076923076923,54,1
1.4423076923076923,55,1
1.4423076923076923,56,1
1.4423076923076923,57,1
1.4423076923076923,58,1
1.4423076923076923,59,1
1.4423076923076923,60,1
1.4423076923076923,61,1
1.4423076923076923,62,1
1.4423076923076923,63,1
1.4423076923076923,64,1
1.4423076923076923,65,1
1.4423076923076923,66,1
1.4423076923076923,67,1
1.4423076923076923,68,1
1.4423076923076923,69,1
1.4423076923076923,70,1
1.4423076923076923,71,1
1.4423076923076923,72,1
1.4423076923076923,73,1
1.4423076923076923,74,1
1.4423076923076923,75,1
1.4423076923076923,76,1
1.4423076923076923,77,1
1.4423076923076923,78,1
1.4423076923076923,79,1
1.4423076923076923,80,1
1.4423076923076923,81,1
1.4423076923076923,82,1
1.4423076923076923,83,1
1.4423076923076923,84,1
1.4423076923076923,85,1
1.4423076923076923,86,1
1.4423076923076923,87,1
1.4423076923076923,88,1
1.4423076923076923,89,1
1.4423076923076923,90,1
1.4423076923076923,91,1
1.4423076923076923,92,1
1.4423076923076923,93,1
1.4423076923076923,94,1
1.4423076923076923,95,1
1.4423076923076923,96,1
1.4423076923076923,97,1
1.4423076923076923,98,1
1.4423076923076923,99,1
1.4423076923076923,100,1
1.4423076923076923,101,1
1.4423076923076923,102,1
1.4423076923076923,103,1
1.4423076923076923,104,1
1.4423076923076923,105,1
1.4423076923076923,106,1
1.4423076923076923,107,1
1.4423076923076923,108,1
1.4423076923076923,109,1
1.4423076923076923,110,1
1.4423076923076923,111,1
1.4423076923076923,112,1
1.4423076923076923,113,1
1.4423076923076923,114,1
1.4423076923076923,115,1
1.4423076923076923,116,1
1.4423076923076923,117,1
1.4423076923076923,118,1
1.4423076923076923,119,1
1.4423076923076923,120,1
1.4423076923076923,121,1
1.4423076923076923,122,1
1.4423076923076923,123,1
1.4423076923076923,124,1
1.4423076923076923,125,1
1.4423076923076923,126,1
1.4423076923076923,127,1
1.4423076923076923,128,1
1.4423076923076923,129,1
1.4423076923076923,130,1
1.4423076923076923,131,1
1.4423076923076923,132,1
1.4423076923076923,133,1
1.4423076923076923,134,1
1.4423076923076923,135,1
1.4423076923076923,136,1
1.4423076923076923,137,1
1.4423076923076923,138,1
1.4423076923076923,139,1
1.4423076923076923,140,1
1.4423076923076923,141,1
1.4423076923076923,142,1
1.4423076923076923,143,1
1.4423076923076923,144,1
1.4423076923076923,145,1
1.4423076923076923,146,1
1.4423076923076923,147,1
1.4423076923076923,148,1
1.4423076923076923,149,1
1.4423076923076923,150,1
1.4423076923076923,151,1
1.4423076923076923,152,1
1.4423076923076923,153,1
1.4423076923076923,154,1
1.4423076923076923,155,1
1.4423076923076923,156,1
1.4423076923076923,157,1
1.4423076923076923,158,1
1.4423076923076923,159,1
1.4423076923076923,160,1
1.4423076923076923,161,1
1.4423076923076923,162,1
1.4423076923076923,163,1
1.4423076923076923,164,1
1.4423076923076923,165,1
1.4423076923076923,166,1
1.4423076923076923,167,1
1.4423076923076923,168,1
1.4423076923076923,169,1
1.4423076923076923,170,1
1.4423076923076923,171,1
1.4423076923076923,172,1
1.4423076923076923,173,1
1.4423076923076923,174,1
1.4423076923076923,175,1
1.4423076923076923,176,1
1.4423076923076923,177,1
1.4423076923076923,178,1
1.4423076923076923,179,1
1.4423076923076923,180,1
1.4423076923076923,181,1
1.4423076923076923,182,1
1.4423076923076923,183,1
1.4423076923076923,184,1
1.4423076923076923,185,1
1.4423076923076923,186,1
1.4423076923076923,187,1
1.4423076923076923,188,1
1.4423076923076923,189,1
1.4423076923076923,190,1
1.4423076923076923,191,1
1.4423076923076923,192,1
1.4423076923076923,193,1
1.4423076923076923,194,1
1.4423076923076923,195,1
1.4423076923076923,196,1
1.4423076923076923,197,1
1.4423076923076923,198,1
1.4423076923076923,199,1
1.5,0,1
1.5,1,1
1.5,2,1
1.5,3,1
1.5,4,1
1.5,5,1
1.5,6,1
1.5,7,1
1.5,8,1
1.5,9,1
1.5,10,1
1.5,11,1
1.5,12,1
1.5,13,1
1.5,14,1
1.5,15,1
1.5,16,1
1.5,17,1
1.5,18,1
1.5,19,1
1.5,20,1
1.5,21,1
1.5,22,1
1.5,23,1
1.5,24,1
1.5,25,1
1.5,26,1
1.5,27,1
1.5,28,1
1.5,29,1
1.5,30,1
1.5,31,1
1.5,32,1
1.5,33,1
1.5,34,1
1.5,35,1
1.5,36,1
1.5,37,1
1.5,38,1
1.5,39,1
1.5,40,1
1.5,41,1
1.5,42,1
1.5,43,1
1.5,44,1
1.5,45,1
1.5,46,1
1.5,47,1
1.5,48,1
1.5,49,1
1.5,50,1
1.5,51,1
1.5,52,1
1.5,53,1
1.5,54,1
1.5,55,1
1.5,56,1
1.5,57,1
1.5,58,1
1.5,59,1
1.5,60,1
1.5,61,1
1.5,62,1
1.5,63,1
1.5,64,1
1.5,65,1
1.5,66,1
1.5,67,1
1.5,68,1
1.5,69,1
1.5,70,1
1.5,71,1
1.5,72,1
1.5,73,1
1.5,74,1
1.5,75,1
1.5,76,1
1.5,77,1
1.5,78,1
1.5,79,1
1.5,80,1
1.5,81,1
1.5,82,1
1.5,83,1
1.5,84,1
1.5,85,1
1.5,86,1
1.5,87,1
1.5,88,1
1.5,89,1
1.5,90,1
1.5,91,1
1.5,92,1
1.5,93,1
1.5,94,1
1.5,95,1
1.5,96,1
1.5,97,1
1.5,98,1
1.5,99,1
1.5,100,1
1.5,101,1
1.5,102,1
1.5,103,1
1.5,104,1
1.5,105,1
1.5,106,1
1.5,107,1
1.5,108,1
1.5,109,1
1.5,110,1
1.5,111,1
1.5,112,1
1.5,113,1
1.5,114,1
1.5,115,1
1.5,116,1
1.5,117,1
1.5,118,1
1.5,119,1
1.5,120,1
1.5,121,1
1.5,122,1
1.5,123,1
1.5,124,1
1.5,125,1
1.5,126,1
1.5,127,1
1.5,128,1
1.5,129,1
1.5,130,1
1.5,131,1
1.5,132,1
1.5,133,1
1.5,134,1
1.5,135,1
1.5,136,1
1.5,137,1
1.5,138,1
1.5,139,1
1.5,140,1
1.5,141,1
1.5,142,1
1.5,143,1
1.5,144,1
1.5,145,1
1.5,146,1
1.5,147,1
1.5,148,1
1.5,149,1
1.5,150,1
1.5,151,1
1.5,152,1
1.5,153,1
1.5,154,1
1.5,155,1
1.5,156,1
1.5,157,1
1.5,158,1
1.5,159,1
1.5,160,1
1.5,161,1
1.5,162,1
1.5,163,1
1.5,164,1
1.5,165,1
1.5,166,1
1.5,167,1
1.5,168,1
1.5,169,1
1.5,170,1
1.5,171,1
1.5,172,1
1.5,173,1
1.5,174,1
1.5,175,1
1.5,176,1
1.5,177,1
1.5,178,1
1.5,179,1
1.5,180,1
1.5,181,1
1.5,182,1
1.5,183,1
1.5,184,1
1.5,185,1
1.5,186,1
1.5,187,1
1.5,188,1
1.5,189,1
1.5,190,1
1.5,191,1
1.5,192,1
1.5,193,1
1.5,194,1
1.5,195,1
1.5,196,1
1.5,197,1
1.5,198,1
1.5,199,1
1.5576923076923077,0,1
1.5576923076923077,1,1
1.5576923076923077,2,1
1.5576923076923077,3,1
1.5576923076923077,4,1
1.5576923076923077,5,1
1.5576923076923077,6,1
1.5576923076923077,7,1
1.5576923076923077,8,1
1.5576923076923077,9,1
1.5576923076923077,10,1
1.5576923076923077,11,1
1.5576923076923077,12,1
1.5576923076923077,13,1
1.5576923076923077,14,1
1.5576923076923077,15,1
1.5576923076923077,16,1
1.5576923076923077,17,1
1.5576923076923077,18,1
1.5576923076923077,19,1
1.5576923076923077,20,1
1.5576923076923077,21,1
1.5576923076923077,22,1
1.5576923076923077,23,1
1.5576923076923077,24,1
1.5576923076923077,25,1
1.5576923076923077,26,1
1.5576923076923077,27,1
1.5576923076923077,28,1
1.5576923076923077,29,1
1.5576923076923077,30,1
1.5576923076923077,31,1
1.5576923076923077,32,1
1.5576923076923077,33,1
1.5576923076923077,34,1
1.5576923076923077,35,1
1.5576923076923077,36,1
1.5576923076923077,37,1
1.5576923076923077,38,1
1.5576923076923077,39,1
1.5576923076923077,40,1
1.5576923076923077,41,1
1.5576923076923077,42,1
1.5576923076923077,43,1
1.5576923076923077,44,1
1.5576923076923077,45,1
1.5576923076923077,46,1
1.5576923076923077,47,1
1.5576923076923077,48,1
1.5576923076923077,49,1
1.5576923076923077,50,1
1.5576923076923077,51,1
1.5576923076923077,52,1
1.5576923076923077,53,1
1.5576923076923077,54,1
1.5576923076923077,55,1
1.5576923076923077,56,1
1.5576923076923077,57,1
1.5576923076923077,58,1
1.5576923076923077,59,1
1.5576923076923077,60,1
1.5576923076923077,61,1
1.5576923076923077,62,1
1.5576923076923077,63,1
1.5576923076923077,64,1
1.5576923076923077,65,1
1.5576923076923077,66,1
1.5576923076923077,67,1
1.5576923076923077,68,1
1.5576923076923077,69,1
1.5576923076923077,70,1
1.5576923076923077,71,1
1.5576923076923077,72,1
1.5576923076923077,73,1
1.5576923076923077,74,1
1.5576923076923077,75,1
1.5576923076923077,76,1
1.5576923076923077,77,1
1.5576923076923077,78,1
1.5576923076923077,79,1
1.5576923076923077,80,1
1.5576923076923077,81,1
1.5576923076923077,82,1
1.5576923076923077,83,1
1.5576923076923077,84,1
1.5576923076923077,85,1
1.5576923076923077,86,1
1.5576923076923077,87,1
1.5576923076923077,88,1
1.5576923076923077,89,1
1.5576923076923077,90,1
1.5576923076923077,91,1
1.5576923076923077,92,1
1.5576923076923077,93,1
1.5576923076923077,94,1
1.5576923076923077,95,1
1.5576923076923077,96,1
1.5576923076923077,97,1
1.5576923076923077,98,1
1.5576923076923077,99,1
1.5576923076923077,100,1
1.5576923076923077,101,1
1.5576923076923077,102,0
1.5576923076923077,103,1
1.5576923076923077,104,1
1.5576923076923077,105,1
1.5576923076923077,106,1
1.5576923076923077,107,1
1.5576923076923077,108,1
1.5576923076923077,109,1
1.5576923076923077,110,1
1.5576923076923077,111,1
1.5576923076923077,112,1
1.5576923076923077,113,1
1.5576923076923077,114,1
1.5576923076923077,115,1
1.5576923076923077,116,1
1.5576923076923077,117,1
1.5576923076923077,118,1
1.5576923076923077,119,1
1.5576923076923077,120,1
1.5576923076923077,121,1
1.5576923076923077,122,1
1.5576923076923077,123,1
1.5576923076923077,124,1
1.5576923076923077,125,1
1.5576923076923077,126,1
1.5576923076923077,127,1
1.5576923076923077,128,1
1.5576923076923077,129,1
1.5576923076923077,130,1
1.5576923076923077,131,1
1.5576923076923077,132,1
1.5576923076923077,133,1
1.5576923076923077,134,1
1.5576923076923077,135,1
1.5576923076923077,136,1
1.5576923076923077,137,1
1.5576923076923077,138,1
1.5576923076923077,139,1
1.5576923076923077,140,1
1.5576923076923077,141,1
1.5576923076923077,142,1
1.5576923076923077,143,1
1.5576923076923077,144,1
1.5576923076923077,145,1
1.5576923076923077,146,1
1.5576923076923077,147,1
1.5576923076923077,148,1
1.5576923076923077,149,1
1.5576923076923077,150,1
1.5576923076923077,151,1
1.5576923076923077,152,1
1.5576923076923077,153,1
1.5576923076923077,154,1
1.5576923076923077,155,1
1.5576923076923077,156,1
1.5576923076923077,157,1
1.5576923076923077,158,1
1.5576923076923077,159,1
1.5576923076923077,160,1
1.5576923076923077,161,1
1.5576923076923077,162,1
1.5576923076923077,163,1
1.5576923076923077,164,1
1.5576923076923077,165,1
1.5576923076923077,166,1
1.5576923076923077,167,1
1.5576923076923077,168,1
1.5576923076923077,169,1
1.5576923076923077,170,1
1.5576923076923077,171,1
1.5576923076923077,172,1
1.5576923076923077,173,1
1.5576923076923077,174,1
1.5576923076923077,175,1
1.5576923076923077,176,1
1.5576923076923077,177,1
1.5576923076923077,178,1
1.5576923076923077,179,1
1.5576923076923077,180,1
1.5576923076923077,181,1
1.5576923076923077,182,1
1.5576923076923077,183,1
1.5576923076923077,184,1
1.5576923076923077,185,1
1.5576923076923077,186,1
1.5576923076923077,187,1
1.5576923076923077,188,1
1.5576923076923077,189,1
1.5576923076923077,190,1
1.5576923076923077,191,1
1.5576923076923077,192,1
1.5576923076923077,193,1
1.5576923076923077,194,1
1.5576923076923077,195,1
1.5576923076923077,196,1
1.5576923076923077,197,1
1.5576923076923077,198,1
1.5576923076923077,199,1
1.6153846153846154,0,0
1.6153846153846154,1,1
1.6153846153846154,2,1
1.6153846153846154,3,1
1.6153846153846154,4,1
1.6153846153846154,5,1
1.6153846153846154,6,1
1.6153846153846154,7,1
1.6153846153846154,8,1
1.6153846153846154,9,1
1.6153846153846154,10,1
1.6153846153846154,11,1
1.6153846153846154,12,1
1.6153846153846154,13,1
1.6153846153846154,14,1
1.6153846153846154,15,1
1.6153846153846154,16,1
1.6153846153846154,17,1
1.6153846153846154,18,1
1.6153846153846154,19,1
1.6153846153846154,20,1
1.6153846153846154,21,1
1.6153846153846154,22,1
1.6153846153846154,23,1
1.6153846153846154,24,1
1.6153846153846154,25,1
1.6153846153846154,26,1
1.6153846153846154,27,1
1.6153846153846154,28,1
1.6153846153846154,29,1
1.6153846153846154,30,1
1.6153846153846154,31,1
1.6153846153846154,32,1
1.6153846153846154,33,1
1.6153846153846154,34,1
1.6153846153846154,35,1
1.6153846153846154,36,1
1.6153846153846154,37,1
1.6153846153846154,38,1
1.6153846153846154,39,1
1.6153846153846154,40,1
1.6153846153846154,41,1
1.6153846153846154,42,1
1.6153846153846154,43,1
1.6153846153846154,44,1
1.6153846153846154,45,1
1.6153846153846154,46,1
1.6153846153846154,47,1
1.6153846153846154,48,1
1.6153846153846154,49,1
1.6153846153846154,50,1
1.6153846153846154,51,1
1.6153846153846154,52,1
1.6153846153846154,53,1
1.6153846153846154,54,1
1.6153846153846154,55,1
1.6153846153846154,56,1
1.6153846153846154,57,1
1.6153846153846154,58,1
1.6153846153846154,59,1
1.6153846153846154,60,1
1.6153846153846154,61,1
1.6153846153846154,62,1
1.6153846153846154,63,1
1.6153846153846154,64,1
1.6153846153846154,65,1
1.6153846153846154,66,1
1.6153846153846154,67,1
1.6153846153846154,68,1
1.6153846153846154,69,1
1.6153846153846154,70,1
1.6153846153846154,71,1
1.6153846153846154,72,1
1.6153846153846154,73,1
1.6153846153846154,74,1
1.6153846153846154,75,1
1.6153846153846154,76,1
1.6153846153846154,77,1
1.6153846153846154,78,1
1.6153846153846154,79,1
1.6153846153846154,80,1
1.6153846153846154,81,1
1.6153846153846154,82,1
1.6153846153846154,83,1
1.6153846153846154,84,1
1.6153846153846154,85,1
1.6153846153846154,86,1
1.6153846153846154,87,1
1.6153846153846154,88,1
1.6153846153846154,89,1
1.6153846153846154,90,1
1.6153846153846154,91,1
1.6153846153846154,92,1
1.6153846153846154,93,1
1.6153846153846154,94,1
1.6153846153846154,95,1
1.6153846153846154,96,1
1.6153846153846154,97,1
1.6153846153846154,98,1
1.6153846153846154,99,1
1.6153846153846154,100,1
1.6153846153846154,101,1
1.6153846153846154,102,1
1.6153846153846154,103,1
1.6153846153846154,104,1
1.6153846153846154,105,1
1.6153846153846154,106,1
1.6153846153846154,107,1
1.6153846153846154,108,1
1.6153846153846154,109,0
1.6153846153846154,110,1
1.6153846153846154,111,1
1.6153846153846154,112,1
1.6153846153846154,113,1
1.6153846153846154,114,0
1.6153846153846154,115,1
1.6153846153846154,116,1
1.6153846153846154,117,1
1.6153846153846154,118,1
1.6153846153846154,119,1
1.6153846153846154,120,1
1.6153846153846154,121,1
1.6153846153846154,122,1
1.6153846153846154,123,1
1.6153846153846154,124,1
1.6153846153846154,125,1
1.6153846153846154,126,0
1.6153846153846154,127,1
1.6153846153846154,128,1
1.6153846153846154,129,1
1.6153846153846154,130,1
1.6153846153846154,131,0
1.6153846153846154,132,1
1.6153846153846154,133,1
1.6153846153846154,134,1
1.6153846153846154,135,1
1.6153846153846154,136,1
1.6153846153846154,137,1
