alpha,n,t,err
0.7500000000000002,1,24999,0.3018617717267383
0.7500000000000002,2,24999,0.32923291520003045
0.7500000000000002,3,929,0.23739812550566444
0.7500000000000002,4,24999,0.3082748139021105
0.7500000000000002,5,24999,0.3194133329514872
0.7500000000000002,6,2100,0.25082488146012744
0.7500000000000002,7,24999,0.23492432003251615
0.7500000000000002,8,24999,0.27981467443540237
0.7500000000000002,9,24999,0.24667207389616447
0.7500000000000002,10,24999,0.29193361478482316
0.7500000000000002,11,24999,0.33344912637844876
0.7500000000000002,12,24999,0.2970670898409782
0.7500000000000002,13,24999,0.2460500587695199
0.7500000000000002,14,24999,0.2907186025388726
0.7500000000000002,15,24999,0.3020676062446433
0.7500000000000002,16,24999,0.37285492100387746
0.7500000000000002,17,24999,0.2700339866569164
0.7500000000000002,18,1704,0.2770637231435432
0.7500000000000002,19,3385,0.2876976055185294
0.8500000000000002,0,24999,0.19801367674861975
0.8500000000000002,1,24999,0.3111790597354722
0.8500000000000002,2,24999,0.28910668049458776
0.8500000000000002,3,24999,0.3228203726056628
0.8500000000000002,4,24999,0.24753363173356455
0.8500000000000002,5,1066,0.28207570234851626
0.8500000000000002,6,24999,0.26562542346480456
0.8500000000000002,7,24999,0.2658300450925454
0.8500000000000002,8,24999,0.23627183233843238
0.8500000000000002,9,24999,0.3646929041747961
0.8500000000000002,10,24999,0.3059831882153151
0.8500000000000002,11,24999,0.2708944682253321
0.8500000000000002,12,24999,0.3254890757836004
0.8500000000000002,13,24999,0.29924237309061075
0.8500000000000002,14,24999,0.2363332344454865
0.8500000000000002,15,24999,0.20500650145028146
0.8500000000000002,16,24999,0.26100855554349933
0.8500000000000002,17,24999,0.32252786744020606
0.8500000000000002,18,11436,0.23457127381620907
0.8500000000000002,19,24999,0.2856255071083201
0.9500000000000002,0,24999,0.2778904037826815
0.9500000000000002,1,24999,0.34619963084577066
0.9500000000000002,2,24999,0.29848099417881596
0.9500000000000002,3,24999,0.20233936211605055
0.9500000000000002,4,24999,0.2746200845220543
0.9500000000000002,5,24999,0.29358674963154613
0.9500000000000002,6,24999,0.24620797636472413
0.9500000000000002,7,24999,0.31877651016195935
0.9500000000000002,8,24999,0.24586791664056018
0.9500000000000002,9,24999,0.2065215740394278
0.9500000000000002,10,24999,0.3302805995028193
0.9500000000000002,11,24999,0.21592356095564155
0.9500000000000002,12,24999,0.3592868769408871
0.9500000000000002,13,24999,0.2780062773851364
0.9500000000000002,14,24999,0.31740795336546473
0.9500000000000002,15,24999,0.27301297964421684
0.9500000000000002,16,24999,0.21265372426776422
0.9500000000000002,17,24999,0.22444404781927046
0.9500000000000002,18,1363,0.25550478629715284
0.9500000000000002,19,24999,0.236528781238153
1.0500000000000003,0,24999,0.286055102481362
1.0500000000000003,1,24999,0.2476434479058062
1.0500000000000003,2,911,0.24146948430950949
1.0500000000000003,3,24999,0.2357228727484364
1.0500000000000003,4,24999,0.23838124379731643
1.0500000000000003,5,24999,0.2418172463718855
1.0500000000000003,6,24999,0.33951644195132546
1.0500000000000003,7,24999,0.22585028070840374
1.0500000000000003,8,3288,0.3613418489072238
1.0500000000000003,9,24999,0.18868352421180612
1.0500000000000003,10,24999,0.2613150400464877
1.0500000000000003,11,24999,0.24237057634914028
1.0500000000000003,12,24999,0.20738663841271565
1.0500000000000003,13,24999,0.2085606619434738
1.0500000000000003,14,24999,0.20236124764163504
1.0500000000000003,15,24999,0.24093609233900887
1.0500000000000003,16,24999,0.21177687797270336
1.0500000000000003,17,24999,0.33510075587716553
1.0500000000000003,18,24999,0.23424952972683663
1.0500000000000003,19,24999,0.3092600821871967
1.1500000000000004,0,24999,0.2645727272418835
1.1500000000000004,1,24999,0.28188348270858155
1.1500000000000004,2,24999,0.2854950522825044
1.1500000000000004,3,24999,0.2144536286898758
1.1500000000000004,4,24999,0.2627867675473458
1.1500000000000004,5,24999,0.23888724704288272
1.1500000000000004,6,24999,0.28819742668734233
1.1500000000000004,7,24999,0.15734315536296498
1.1500000000000004,8,24999,0.24040295139354273
1.1500000000000004,9,24999,0.32992413663654574
1.1500000000000004,10,24999,0.22298419043867942
1.1500000000000004,11,24999,0.17718907805452438
1.1500000000000004,12,24999,0.20685244772997677
1.1500000000000004,13,24999,0.2589269953195636
1.1500000000000004,14,24999,0.2748510048694733
1.1500000000000004,15,2778,0.25712297508638493
1.1500000000000004,16,24999,0.2788194719963754
1.1500000000000004,17,24999,0.20089243963090175
1.1500000000000004,18,24999,0.2724413881691823
1.1500000000000004,19,24999,0.20221255378685526
1.2500000000000002,0,24999,0.3003773564856176
1.2500000000000002,1,24999,0.1870473682483353
1.2500000000000002,2,24999,0.2412889233381749
1.2500000000000002,3,24999,0.22750032802330064
1.2500000000000002,4,24999,0.21316170500134918
1.2500000000000002,5,24999,0.28663470052603146
1.2500000000000002,6,24999,0.2688119147816381
1.2500000000000002,7,24999,0.18897365808024974
1.2500000000000002,8,24999,0.2629593029681256
1.2500000000000002,9,24999,0.1807720687772961
1.2500000000000002,10,24999,0.30452275466245665
1.2500000000000002,11,24999,0.28556742874403535
1.2500000000000002,12,24999,0.25871888180341884
1.2500000000000002,13,24999,0.2985709557098688
1.2500000000000002,14,24999,0.15063295754927072
1.2500000000000002,15,24999,0.2926122488180536
1.2500000000000002,16,24999,0.23915625747442365
1.2500000000000002,17,24999,0.22006520119163125
1.2500000000000002,18,24999,0.273641905843785
1.2500000000000002,19,24999,0.2109007099295739
1.3500000000000003,0,24999,0.2716486936952354
1.3500000000000003,1,24999,0.2476390206891524
1.3500000000000003,2,24999,0.283364996880258
1.3500000000000003,3,24999,0.21212548100824422
1.3500000000000003,4,24999,0.2601403373553259
1.3500000000000003,5,24999,0.20245122900979895
1.3500000000000003,6,24999,0.17860718652970428
1.3500000000000003,7,24999,0.23242584018623252
1.3500000000000003,8,24999,0.270778884100043
1.3500000000000003,9,24999,0.30921875736852045
1.3500000000000003,10,24999,0.1564113411673616
1.3500000000000003,11,24999,0.2616312095081688
1.3500000000000003,12,24999,0.22695741391516347
1.3500000000000003,13,24999,0.22214085058657987
1.3500000000000003,14,24999,0.3055967329171008
1.3500000000000003,15,24999,0.28871148444391503
1.3500000000000003,16,24999,0.24224795957952938
1.3500000000000003,17,24999,0.19812574850756898
1.3500000000000003,18,24999,0.22172880361795672
1.3500000000000003,19,24999,0.20944058101522958
1.4500000000000004,0,24999,0.18956473740648203
1.4500000000000004,1,24999,0.1835240787829035
1.4500000000000004,2,24999,0.233897883397384
1.4500000000000004,3,24999,0.17826576610694522
1.4500000000000004,4,24999,0.3020344589700392
1.4500000000000004,5,24999,0.16792428867566928
1.4500000000000004,6,24999,0.22228901977429488
1.4500000000000004,7,24999,0.22827913418393395
1.4500000000000004,8,24999,0.2216859676209784
1.4500000000000004,9,24999,0.23481562386164703
1.4500000000000004,10,24999,0.2407652176878445
1.4500000000000004,11,24999,0.24807181102800446
1.4500000000000004,12,24999,0.19973328919043395
1.4500000000000004,13,24999,0.23373662340120102
1.4500000000000004,14,24999,0.18954225033625605
1.4500000000000004,15,24999,0.18147920147397037
1.4500000000000004,16,24999,0.21212656969436156
1.4500000000000004,17,24999,0.2539943958660705
1.4500000000000004,18,24999,0.19745911607768976
1.4500000000000004,19,24999,0.25938084869398487
1.5500000000000003,0,24999,0.22500901305844945
1.5500000000000003,1,24999,0.16425616850273497
1.5500000000000003,2,24999,0.1967535633000363
1.5500000000000003,3,24999,0.2298078169898217
1.5500000000000003,4,24999,0.1677214870524569
1.5500000000000003,5,24999,0.22087136586776868
1.5500000000000003,6,24999,0.27356371178875144
1.5500000000000003,7,24999,0.16241284168594083
1.5500000000000003,8,24999,0.26707918309441286
1.5500000000000003,9,24999,0.2046196555898176
1.5500000000000003,10,24999,0.19807991745006012
1.5500000000000003,11,24999,0.24794273307784762
1.5500000000000003,12,24999,0.173882543981794
1.5500000000000003,13,24999,0.24232924869859734
1.5500000000000003,14,24999,0.1856161648794329
1.5500000000000003,15,24999,0.1970284185610498
1.5500000000000003,16,24999,0.17826990316292946
1.5500000000000003,17,24999,0.25028180716711734
1.5500000000000003,18,24999,0.2213823878224436
1.5500000000000003,19,24999,0.2266284889855954
1.6500000000000004,0,24999,0.21117159929243273
1.6500000000000004,1,24999,0.1915835263425381
1.6500000000000004,2,24999,0.21263134103118103
1.6500000000000004,3,24999,0.25512138239222715
1.6500000000000004,4,24999,0.18285945869800221
1.6500000000000004,5,24999,0.21788395941987837
1.6500000000000004,6,24999,0.22249100603218602
1.6500000000000004,7,24999,0.18220762192491652
1.6500000000000004,8,24999,0.18701092947069903
1.6500000000000004,9,24999,0.1971755663798592
1.6500000000000004,10,24999,0.17121312793379828
1.6500000000000004,11,24999,0.24419041495502578
1.6500000000000004,12,24999,0.23415936020078482
1.6500000000000004,13,24999,0.19837899993508543
1.6500000000000004,14,24999,0.17128256087147864
1.6500000000000004,15,24999,0.17270062917814633
1.6500000000000004,16,24999,0.17966328949368038
1.6500000000000004,17,24999,0.16786464683361144
1.6500000000000004,18,24999,0.24059120001068582
1.6500000000000004,19,24999,0.19949772621084746
1.7500000000000004,0,24999,0.22902856681849965
1.7500000000000004,1,24999,0.2382630958243129
1.7500000000000004,2,24999,0.24392658593029595
1.7500000000000004,3,24999,0.18208128687185443
1.7500000000000004,4,24999,0.20105448536974466
1.7500000000000004,5,24999,0.20436811230029844
1.7500000000000004,6,24999,0.17558793725024896
1.7500000000000004,7,24999,0.1568154906940238
1.7500000000000004,8,24999,0.19615181971232612
1.7500000000000004,9,24999,0.21734546833349466
1.7500000000000004,10,24999,0.22392465797298328
1.7500000000000004,11,24999,0.19993699844094537
1.7500000000000004,12,24999,0.23043410424644148
1.7500000000000004,13,24999,0.18588063900268983
1.7500000000000004,14,24999,0.22286418500657826
1.7500000000000004,15,24999,0.17121492285762743
1.7500000000000004,16,24999,0.19119693123974651
1.7500000000000004,17,24999,0.1900720617926567
1.7500000000000004,18,24999,0.15771258176036337
1.7500000000000004,19,24999,0.23983312423862158
1.8500000000000003,0,24999,0.2724735616271252
1.8500000000000003,1,24999,0.20537781702542596
1.8500000000000003,2,24999,0.14513199468563756
1.8500000000000003,3,24999,0.1361712207555752
1.8500000000000003,4,24999,0.16155989383135078
1.8500000000000003,5,24999,0.21141950886954491
1.8500000000000003,6,24999,0.18877925437230705
1.8500000000000003,7,24999,0.15805811517732152
1.8500000000000003,8,24999,0.15499550595471845
1.8500000000000003,9,24999,0.14368739163096678
1.8500000000000003,10,24999,0.2604279660635729
1.8500000000000003,11,24999,0.2275844991236406
1.8500000000000003,12,24999,0.1774309218862543
1.8500000000000003,13,24999,0.12704875933275328
1.8500000000000003,14,24999,0.20727020466936005
1.8500000000000003,15,24999,0.20053438157843476
1.8500000000000003,16,24999,0.2413018418737617
1.8500000000000003,17,24999,0.1848362575059816
1.8500000000000003,18,24999,0.18119564614280148
1.8500000000000003,19,24999,0.21979879149060128
1.9500000000000004,0,24999,0.17763592247562704
1.9500000000000004,1,24999,0.1436355920686082
1.9500000000000004,2,24999,0.21147343525206794
1.9500000000000004,3,24999,0.13955237625403252
1.9500000000000004,4,24999,0.1451437448846586
1.9500000000000004,5,24999,0.21657471989010177
1.9500000000000004,6,24999,0.18263639630797324
1.9500000000000004,7,24999,0.20065887677591557
1.9500000000000004,8,24999,0.1681999417224217
1.9500000000000004,9,24999,0.1928981209404807
1.9500000000000004,10,24999,0.21238471759152103
1.9500000000000004,11,24999,0.22565688052655622
1.9500000000000004,12,24999,0.21746455256118
1.9500000000000004,13,24999,0.23027114061915385
1.9500000000000004,14,24999,0.16928612433572243
1.9500000000000004,15,24999,0.189332156796403
1.9500000000000004,16,24999,0.14436767363734707
1.9500000000000004,17,24999,0.18831721344514302
1.9500000000000004,18,24999,0.17489202465554823
1.9500000000000004,19,24999,0.2572034956626698
2.0500000000000003,0,24999,0.1890879524844836
2.0500000000000003,1,24999,0.18925783650723751
2.0500000000000003,2,24999,0.18584474228354636
2.0500000000000003,3,24999,0.19341571753249603
2.0500000000000003,4,24999,0.164190308986394
2.0500000000000003,5,24999,0.23657573927124365
2.0500000000000003,6,24999,0.17145722999206353
2.0500000000000003,7,24999,0.1727311359529443
2.0500000000000003,8,24999,0.14869781866248796
2.0500000000000003,9,24999,0.1904939381925641
2.0500000000000003,10,24999,0.23432782897007146
2.0500000000000003,11,24999,0.23930622860120115
2.0500000000000003,12,24999,0.1438442571600036
2.0500000000000003,13,24999,0.19243251986900842
2.0500000000000003,14,24999,0.12798835028856076
2.0500000000000003,15,24999,0.23711667442287027
2.0500000000000003,16,24999,0.20868245717970857
2.0500000000000003,17,24999,0.19634625771371048
2.0500000000000003,18,24999,0.19337903641018903
2.0500000000000003,19,24999,0.16700541953001288
2.1500000000000004,0,24999,0.1366913552641986
2.1500000000000004,1,24999,0.15098018128345503
2.1500000000000004,2,24999,0.14582785743921622
2.1500000000000004,3,24999,0.15247281148370767
2.1500000000000004,4,24999,0.17456786279878717
2.1500000000000004,5,24999,0.14171238797763322
2.1500000000000004,6,24999,0.19749376151387307
2.1500000000000004,7,24999,0.19257258646535763
2.1500000000000004,8,24999,0.1552198921712521
2.1500000000000004,9,24999,0.2112501192974784
2.1500000000000004,10,24999,0.1912298145478797
2.1500000000000004,11,24999,0.19095875675984916
2.1500000000000004,12,24999,0.21097195299032653
2.1500000000000004,13,24999,0.1627448410023267
2.1500000000000004,14,24999,0.274780766122367
2.1500000000000004,15,24999,0.26795431325749575
2.1500000000000004,16,24999,0.17791576584483507
2.1500000000000004,17,24999,0.17709697247145206
2.1500000000000004,18,24999,0.17139918242881147
2.1500000000000004,19,24999,0.23535746031141477
2.2500000000000004,0,24999,0.14090777983785535
2.2500000000000004,1,24999,0.16111978761732199
2.2500000000000004,2,24999,0.14892054312605635
2.2500000000000004,3,24999,0.16012459967301826
2.2500000000000004,4,24999,0.1460500720376491
2.2500000000000004,5,24999,0.19135619237255644
2.2500000000000004,6,24999,0.22450839527329905
2.2500000000000004,7,24999,0.20914859273484082
2.2500000000000004,8,24999,0.16453066373221115
2.2500000000000004,9,24999,0.17094846740425795
2.2500000000000004,10,24999,0.22745776517757854
2.2500000000000004,11,24999,0.16303927468115922
2.2500000000000004,12,24999,0.18633988138287874
2.2500000000000004,13,24999,0.13338422331098557
2.2500000000000004,14,24999,0.15208336772131906
2.2500000000000004,15,24999,0.18651485401500972
2.2500000000000004,16,24999,0.2316178652155627
2.2500000000000004,17,24999,0.15384663725932146
2.2500000000000004,18,24999,0.1365654262814018
2.2500000000000004,19,24999,0.16364894222351284
2.35,0,24999,0.1601103409712555
2.35,1,24999,0.21165970894263608
2.35,2,24999,0.12011779306757724
2.35,3,24999,0.19045887006173737
2.35,4,24999,0.15792695372562723
2.35,5,24999,0.15532058665952916
2.35,6,24999,0.1637812996638077
2.35,7,24999,0.13856060171104095
2.35,8,24999,0.2009198424466685
2.35,9,24999,0.1966548147327107
2.35,10,24999,0.19878406220874595
2.35,11,24999,0.14037025110216045
2.35,12,24999,0.1447544865573664
2.35,13,24999,0.14665617120130045
2.35,14,24999,0.14728320716062338
2.35,15,24999,0.13181145947097775
2.35,16,24999,0.1854128193118768
2.35,17,24999,0.1683234225886574
2.35,18,24999,0.17807136332323972
2.35,19,24999,0.20977195316553762
2.45,0,24999,0.17240991047711354
2.45,1,24999,0.16781071757476412
2.45,2,24999,0.18663068575242214
2.45,3,24999,0.16406310163168586
2.45,4,24999,0.16361327696993228
2.45,5,24999,0.21584080109072587
2.45,6,24999,0.1975740862100236
2.45,7,24999,0.23231726836480057
2.45,8,24999,0.1876993807699752
2.45,9,24999,0.12194115809886447
2.45,10,24999,0.16612883826746602
2.45,11,24999,0.1787466224131656
2.45,12,24999,0.19044277224960204
2.45,13,24999,0.1710907076203874
2.45,14,24999,0.12130373765686014
2.45,15,24999,0.2052047585804774
2.45,16,24999,0.1417617600617058
2.45,17,24999,0.16902020920232963
2.45,18,24999,0.2033065465159096
2.45,19,24999,0.13745410553333284
2.5500000000000003,0,24999,0.15531248337890205
2.5500000000000003,1,24999,0.1544872152743093
2.5500000000000003,2,24999,0.17933004720499757
2.5500000000000003,3,24999,0.14520455437663937
2.5500000000000003,4,24999,0.13850214242747494
2.5500000000000003,5,24999,0.13218687195741796
2.5500000000000003,6,24999,0.16129278842364841
2.5500000000000003,7,24999,0.18872437776518702
2.5500000000000003,8,24999,0.21444809216086014
2.5500000000000003,9,24999,0.15447821406977982
2.5500000000000003,10,24999,0.20460039653911394
2.5500000000000003,11,24999,0.14263884382049338
2.5500000000000003,12,24999,0.1396964270818222
2.5500000000000003,13,24999,0.18268111287875025
2.5500000000000003,14,24999,0.18939220277204782
2.5500000000000003,15,24999,0.2031305211973272
2.5500000000000003,16,24999,0.1652235261065984
2.5500000000000003,17,24999,0.18190831340715333
2.5500000000000003,18,24999,0.12323695953194726
2.5500000000000003,19,24999,0.1647980936195492
2.6500000000000004,0,24999,0.1795757593565443
2.6500000000000004,1,24999,0.13528855753178295
2.6500000000000004,2,24999,0.14965146148840675
2.6500000000000004,3,24999,0.1587797845602473
2.6500000000000004,4,24999,0.16014200289198216
2.6500000000000004,5,24999,0.18431783372230245
2.6500000000000004,6,24999,0.11784637133691532
2.6500000000000004,7,24999,0.22713887933641902
2.6500000000000004,8,24999,0.2097473444835411
2.6500000000000004,9,24999,0.20133952658093981
2.6500000000000004,10,24999,0.17199198981967725
2.6500000000000004,11,24999,0.16329944453374354
2.6500000000000004,12,24999,0.19737334628810005
2.6500000000000004,13,24999,0.21745728042829682
2.6500000000000004,14,24999,0.1392839581093516
2.6500000000000004,15,24999,0.2010497027323327
2.6500000000000004,16,24999,0.1504813315773245
2.6500000000000004,17,24999,0.16730447150573957
2.6500000000000004,18,24999,0.11295155264415446
2.6500000000000004,19,24999,0.16373897277335786
2.7500000000000004,0,24999,0.17423822176421683
2.7500000000000004,1,24999,0.15589500746005538
2.7500000000000004,2,24999,0.1602966554918153
2.7500000000000004,3,24999,0.1779190508602374
2.7500000000000004,4,24999,0.15282354714972324
2.7500000000000004,5,24999,0.1426429928602628
2.7500000000000004,6,24999,0.18729658368937535
2.7500000000000004,7,24999,0.12291385507343054
2.7500000000000004,8,24999,0.17395221392753077
2.7500000000000004,9,24999,0.12945698333237982
2.7500000000000004,10,24999,0.18164281280325725
2.7500000000000004,11,24999,0.11086013352260488
2.7500000000000004,12,24999,0.17790221208222112
2.7500000000000004,13,24999,0.1248225695379857
2.7500000000000004,14,24999,0.14633748066127233
2.7500000000000004,15,24999,0.16363963631844308
2.7500000000000004,16,24999,0.20262186398754586
2.7500000000000004,17,24999,0.13204453026186394
2.7500000000000004,18,24999,0.18930457490341066
2.7500000000000004,19,24999,0.19208655668912256
2.8500000000000005,0,24999,0.1328470526326914
2.8500000000000005,1,24999,0.12044989652891756
2.8500000000000005,2,24999,0.1149223442580781
2.8500000000000005,3,24999,0.1216093929417318
2.8500000000000005,4,24999,0.1254341323285189
2.8500000000000005,5,24999,0.09187860746247206
2.8500000000000005,6,24999,0.1320679686586791
2.8500000000000005,7,24999,0.19578374642595
2.8500000000000005,8,24999,0.1903588833781167
2.8500000000000005,9,24999,0.1369533019223709
2.8500000000000005,10,24999,0.1573240663490899
2.8500000000000005,11,24999,0.14033465033433573
2.8500000000000005,12,24999,0.1616164120776181
2.8500000000000005,13,24999,0.17608747209670292
2.8500000000000005,14,24999,0.16861732019646353
2.8500000000000005,15,24999,0.1397562482492811
2.8500000000000005,16,24999,0.157017650329651
2.8500000000000005,17,24999,0.10272829692887818
2.8500000000000005,18,24999,0.16701863939751957
2.8500000000000005,19,24999,0.19259944668951928
2.95,0,24999,0.1466809662293865
2.95,1,24999,0.14738242621111486
2.95,2,24999,0.14989323630047222
2.95,3,24999,0.15955587446318772
2.95,4,24999,0.1350755217854422
2.95,5,24999,0.17853909264826792
2.95,6,24999,0.17110505610144922
2.95,7,24999,0.10186681090108622
2.95,8,24999,0.19630906968486225
2.95,9,24999,0.18062394158815384
2.95,10,24999,0.12606991834851194
2.95,11,24999,0.11899667295776531
2.95,12,24999,0.13319506222736266
2.95,13,24999,0.14289766280167995
2.95,14,24999,0.104552832826606
2.95,15,24999,0.13023440859580832
2.95,16,24999,0.15447212364388435
2.95,17,24999,0.12304271453512237
2.95,18,24999,0.1491124576529804
2.95,19,24999,0.1792398618436335
3.0500000000000003,0,24999,0.15646869183115297
3.0500000000000003,1,24999,0.12778301165576653
3.0500000000000003,2,24999,0.09473905803535794
3.0500000000000003,3,24999,0.2289459346739269
3.0500000000000003,4,24999,0.152830025102675
3.0500000000000003,5,24999,0.1655801899236273
3.0500000000000003,6,24999,0.16296362092827218
3.0500000000000003,7,24999,0.16766907777746395
3.0500000000000003,8,24999,0.19085063148133008
3.0500000000000003,9,24999,0.14578956253333653
3.0500000000000003,10,24999,0.17912074839073636
3.0500000000000003,11,24999,0.139461504153742
3.0500000000000003,12,24999,0.13436193108657124
3.0500000000000003,13,24999,0.1584349595625664
3.0500000000000003,14,24999,0.15425031037619116
3.0500000000000003,15,24999,0.15641025298572134
3.0500000000000003,16,24999,0.1669635542139785
3.0500000000000003,17,24999,0.1344420250963124
3.0500000000000003,18,24999,0.1539803581663594
3.0500000000000003,19,24999,0.14247107379717527
3.1500000000000004,0,24999,0.12706067154765335
3.1500000000000004,1,24999,0.17278265036846052
3.1500000000000004,2,24999,0.19814117682504218
3.1500000000000004,3,24999,0.08834312350428611
3.1500000000000004,4,24999,0.1589091033095475
3.1500000000000004,5,24999,0.11932916402096155
3.1500000000000004,6,24999,0.12821203848001936
3.1500000000000004,7,24999,0.14774482291042704
