alpha,n,t,err
3.1500000000000004,8,24999,0.1484135658714974
3.1500000000000004,9,24999,0.1775994316184127
3.1500000000000004,10,24999,0.11205582081759606
3.1500000000000004,11,24999,0.1501167461235347
3.1500000000000004,12,24999,0.13921401855227916
3.1500000000000004,13,24999,0.14358435263351138
3.1500000000000004,14,24999,0.1343783194426942
3.1500000000000004,15,24999,0.1208062219144438
3.1500000000000004,16,24999,0.1530107560760492
3.1500000000000004,17,24999,0.17525140714801352
3.1500000000000004,18,24999,0.17710629397237262
3.1500000000000004,19,24999,0.19210953272888073
3.2500000000000004,0,24999,0.1441277130789405
3.2500000000000004,1,24999,0.14829213624593784
3.2500000000000004,2,24999,0.13843796234890485
3.2500000000000004,3,24999,0.12539745395455218
3.2500000000000004,4,24999,0.14582629614707868
3.2500000000000004,5,24999,0.1131010007596602
3.2500000000000004,6,24999,0.11610609776571142
3.2500000000000004,7,24999,0.1432107372597025
3.2500000000000004,8,24999,0.16783015726923292
3.2500000000000004,9,24999,0.13715509063613252
3.2500000000000004,10,24999,0.13347172123977535
3.2500000000000004,11,24999,0.1600629499474248
3.2500000000000004,12,24999,0.14350303111215004
3.2500000000000004,13,24999,0.19421364207942626
3.2500000000000004,14,24999,0.22117773013626588
3.2500000000000004,15,24999,0.14073895301576475
3.2500000000000004,16,24999,0.13912011855435105
3.2500000000000004,17,24999,0.1217898725322048
3.2500000000000004,18,24999,0.1945928496894433
3.2500000000000004,19,24999,0.14400468205720193
3.3500000000000005,0,24999,0.13630566516278175
3.3500000000000005,1,24999,0.14489273783917067
3.3500000000000005,2,24999,0.1192726940329634
3.3500000000000005,3,24999,0.17447469808228308
3.3500000000000005,4,24999,0.11961958485708667
3.3500000000000005,5,24999,0.202890705727536
3.3500000000000005,6,24999,0.18655120133329056
3.3500000000000005,7,24999,0.11945486764870585
3.3500000000000005,8,24999,0.11650770056004081
3.3500000000000005,9,24999,0.13728690932542914
3.3500000000000005,10,24999,0.1896184738615575
3.3500000000000005,11,24999,0.16772492438580072
3.3500000000000005,12,24999,0.12288070200353006
3.3500000000000005,13,24999,0.1632751729494235
3.3500000000000005,14,24999,0.11161019692106681
3.3500000000000005,15,24999,0.2189572440553046
3.3500000000000005,16,24999,0.16793938479331064
3.3500000000000005,17,24999,0.1400469917530921
3.3500000000000005,18,24999,0.1303764532597255
3.3500000000000005,19,24999,0.12175051870981539
3.4500000000000006,0,24999,0.09825938127032001
3.4500000000000006,1,24999,0.15143121489490963
3.4500000000000006,2,24999,0.1778768758407191
3.4500000000000006,3,24999,0.15949441406728565
3.4500000000000006,4,24999,0.13324454502969746
3.4500000000000006,5,24999,0.09888782915470946
3.4500000000000006,6,24999,0.10867278954970627
3.4500000000000006,7,24999,0.14713052576762953
3.4500000000000006,8,24999,0.18943763935342547
3.4500000000000006,9,24999,0.16337846166842
3.4500000000000006,10,24999,0.11842101655329706
3.4500000000000006,11,24999,0.1388880733738963
3.4500000000000006,12,24999,0.11414075392419823
3.4500000000000006,13,24999,0.12355510348837384
3.4500000000000006,14,24999,0.12692096205613812
3.4500000000000006,15,24999,0.10701976708898811
3.4500000000000006,16,24999,0.11081906980077598
3.4500000000000006,17,24999,0.137526956495086
3.4500000000000006,18,24999,0.17083183238758773
3.4500000000000006,19,24999,0.14864630811733598
3.5500000000000007,0,24999,0.15564304783905983
3.5500000000000007,1,24999,0.15284555007559775
3.5500000000000007,2,24999,0.1492651084733018
3.5500000000000007,3,24999,0.1223545816490387
3.5500000000000007,4,24999,0.17171219862411394
3.5500000000000007,5,24999,0.1177792943972568
3.5500000000000007,6,24999,0.10647740595972469
3.5500000000000007,7,24999,0.11159144034040591
3.5500000000000007,8,24999,0.11448630105164909
3.5500000000000007,9,24999,0.11026804745635124
3.5500000000000007,10,24999,0.11036440594743883
3.5500000000000007,11,24999,0.16546569086329416
3.5500000000000007,12,24999,0.14498793855170813
3.5500000000000007,13,24999,0.11623987436160918
3.5500000000000007,14,24999,0.1748452186474002
3.5500000000000007,15,24999,0.0921023540215848
3.5500000000000007,16,24999,0.1571164358494532
3.5500000000000007,17,24999,0.11135979260129755
3.5500000000000007,18,24999,0.12302009956952391
3.5500000000000007,19,24999,0.12345774969172467
3.6500000000000004,0,24999,0.13695842713968928
3.6500000000000004,1,24999,0.12441404008156627
3.6500000000000004,2,24999,0.11682868275503823
3.6500000000000004,3,24999,0.12227997068705808
3.6500000000000004,4,24999,0.16326834316267036
3.6500000000000004,5,24999,0.13394272537856583
3.6500000000000004,6,24999,0.11632657641918294
3.6500000000000004,7,24999,0.13330509674024268
3.6500000000000004,8,24999,0.10177537873104119
3.6500000000000004,9,24999,0.1716127079195515
3.6500000000000004,10,24999,0.13796111578508832
3.6500000000000004,11,24999,0.12883838734973557
3.6500000000000004,12,24999,0.13262112021815897
3.6500000000000004,13,24999,0.1971352065973738
3.6500000000000004,14,24999,0.15302109784670012
3.6500000000000004,15,24999,0.12780990706188283
3.6500000000000004,16,24999,0.11310457160325839
3.6500000000000004,17,24999,0.13472653806529283
3.6500000000000004,18,24999,0.15433438257128698
3.6500000000000004,19,24999,0.1031407958656586
3.7500000000000004,0,24999,0.14204291799640742
3.7500000000000004,1,24999,0.12462701997403942
3.7500000000000004,2,24999,0.1372235648316342
3.7500000000000004,3,24999,0.12169908334797656
3.7500000000000004,4,24999,0.11878614498899412
3.7500000000000004,5,24999,0.16007793288127828
3.7500000000000004,6,24999,0.12121273837621947
3.7500000000000004,7,24999,0.12369668409190235
3.7500000000000004,8,24999,0.16157287955632155
3.7500000000000004,9,24999,0.13580160831563215
3.7500000000000004,10,24999,0.10285944215662934
3.7500000000000004,11,24999,0.13832377070495372
3.7500000000000004,12,24999,0.128947821243561
3.7500000000000004,13,24999,0.13146928691347867
3.7500000000000004,14,24999,0.1715891132219297
3.7500000000000004,15,24999,0.16086609239013316
3.7500000000000004,16,24999,0.1083217460829047
3.7500000000000004,17,24999,0.14423830260884543
3.7500000000000004,18,24999,0.12556133132778827
3.7500000000000004,19,24999,0.1646667758331075
3.8500000000000005,0,24999,0.15014789136557605
3.8500000000000005,1,24999,0.11958198993010151
3.8500000000000005,2,24999,0.12559288392348195
3.8500000000000005,3,24999,0.11132198443180998
3.8500000000000005,4,24999,0.10064527884203531
3.8500000000000005,5,24999,0.12193969740702117
3.8500000000000005,6,24999,0.1432875303569072
3.8500000000000005,7,24999,0.15298708113166
3.8500000000000005,8,24999,0.13527543104307144
3.8500000000000005,9,24999,0.16040841449560375
3.8500000000000005,10,24999,0.11879054737979262
3.8500000000000005,11,24999,0.12596118550080207
3.8500000000000005,12,24999,0.11963034022186775
3.8500000000000005,13,24999,0.14060594835174586
3.8500000000000005,14,24999,0.08706589725985125
3.8500000000000005,15,24999,0.12825043360755858
3.8500000000000005,16,24999,0.14445440576073318
3.8500000000000005,17,24999,0.13232545533933518
3.8500000000000005,18,24999,0.12330089621353817
3.8500000000000005,19,24999,0.10349285977772778
3.9500000000000006,0,24999,0.12553515347008115
3.9500000000000006,1,24999,0.13854697101397562
3.9500000000000006,2,24999,0.11798878766729415
3.9500000000000006,3,24999,0.10971522683819708
3.9500000000000006,4,24999,0.10414529516787575
3.9500000000000006,5,24999,0.1574371105288678
3.9500000000000006,6,24999,0.14585053324751365
3.9500000000000006,7,24999,0.12638990108360065
3.9500000000000006,8,24999,0.1117426283492072
3.9500000000000006,9,24999,0.1504362642481042
3.9500000000000006,10,24999,0.12752486034420185
3.9500000000000006,11,24999,0.13525627971302648
3.9500000000000006,12,24999,0.0971901566834992
3.9500000000000006,13,24999,0.12516215596781555
3.9500000000000006,14,24999,0.11350534210570966
3.9500000000000006,15,24999,0.1220353192443591
3.9500000000000006,16,24999,0.11672507980657401
3.9500000000000006,17,24999,0.13851120292491106
3.9500000000000006,18,24999,0.10218664620487501
3.9500000000000006,19,24999,0.12139823115745059
4.050000000000001,0,24999,0.16503363159104079
4.050000000000001,1,24999,0.1607924899363691
4.050000000000001,2,24999,0.13422523251566018
4.050000000000001,3,24999,0.11242290755390348
4.050000000000001,4,24999,0.1353086547116265
4.050000000000001,5,24999,0.1382936143784183
4.050000000000001,6,24999,0.1266670806785491
4.050000000000001,7,24999,0.11488115319700425
4.050000000000001,8,24999,0.08483549198727719
4.050000000000001,9,24999,0.10382753226310926
4.050000000000001,10,24999,0.11098290347905052
4.050000000000001,11,24999,0.1393987932842451
4.050000000000001,12,24999,0.14055705541298455
4.050000000000001,13,24999,0.10274168578205636
4.050000000000001,14,24999,0.11119374998756787
4.050000000000001,15,24999,0.15880321726695829
4.050000000000001,16,24999,0.12262142131820472
4.050000000000001,17,24999,0.11085917602256866
4.050000000000001,18,24999,0.09273926960201673
4.050000000000001,19,24999,0.1244164788954005
4.15,0,24999,0.1326898426834702
4.15,1,24999,0.10523589289248438
4.15,2,24999,0.11984125340940306
4.15,3,24999,0.11274522447266039
4.15,4,24999,0.11989529316360753
4.15,5,24999,0.15278505597605693
4.15,6,24999,0.12928985635022694
4.15,7,24999,0.13309490343912622
4.15,8,24999,0.10893788237552478
4.15,9,24999,0.1173446969630061
4.15,10,24999,0.14082117288741733
4.15,11,24999,0.11718469320736793
4.15,12,24999,0.11529165289058126
4.15,13,24999,0.1291161727455916
4.15,14,24999,0.10353727699265684
4.15,15,24999,0.0925330878963937
4.15,16,24999,0.14142458913251602
4.15,17,24999,0.1134915621634761
4.15,18,24999,0.09788351351688418
4.15,19,24999,0.10761858961642967
4.250000000000001,0,24999,0.12267220242079037
4.250000000000001,1,24999,0.14425446256859556
4.250000000000001,2,24999,0.0686507247359717
4.250000000000001,3,24999,0.14371955303100264
4.250000000000001,4,24999,0.11387262249497368
4.250000000000001,5,24999,0.13965460527328663
4.250000000000001,6,24999,0.12384859052906325
4.250000000000001,7,24999,0.12225926100267985
4.250000000000001,8,24999,0.09926013503899156
4.250000000000001,9,24999,0.1320856978944126
4.250000000000001,10,24999,0.13344153526178568
4.250000000000001,11,24999,0.1048018290917842
4.250000000000001,12,24999,0.11758340094440285
4.250000000000001,13,24999,0.11101580541247472
4.250000000000001,14,24999,0.07595819898350305
4.250000000000001,15,24999,0.08544592730680564
4.250000000000001,16,24999,0.13134877336931725
4.250000000000001,17,24999,0.12833031189827088
4.250000000000001,18,24999,0.11507999700478817
4.250000000000001,19,24999,0.10818694923478421
4.3500000000000005,0,24999,0.1143657151945073
4.3500000000000005,1,24999,0.16126047021645212
4.3500000000000005,2,24999,0.0775999113472527
4.3500000000000005,3,24999,0.11527962479866782
4.3500000000000005,4,24999,0.10140616338597354
4.3500000000000005,5,24999,0.09467066949813881
4.3500000000000005,6,24999,0.05930888682293345
4.3500000000000005,7,24999,0.12132114088713045
4.3500000000000005,8,24999,0.11231421140234805
4.3500000000000005,9,24999,0.14512228615695433
4.3500000000000005,10,24999,0.11681952346387206
4.3500000000000005,11,24999,0.12250777526531037
4.3500000000000005,12,24999,0.11254564344595519
4.3500000000000005,13,24999,0.10188936640408218
4.3500000000000005,14,24999,0.09641788895953175
4.3500000000000005,15,24999,0.09670566624731616
4.3500000000000005,16,24999,0.11392168356929917
4.3500000000000005,17,24999,0.14183374512868713
4.3500000000000005,18,24999,0.1206785623495557
4.3500000000000005,19,24999,0.13263606142486034
4.450000000000001,0,24999,0.11705524241838239
4.450000000000001,1,24999,0.09633962121697698
4.450000000000001,2,24999,0.1539567376741614
4.450000000000001,3,24999,0.14387294517709057
4.450000000000001,4,24999,0.09619124847149065
4.450000000000001,5,24999,0.0997127472798695
4.450000000000001,6,24999,0.1251260516504714
4.450000000000001,7,24999,0.11331294060702694
4.450000000000001,8,24999,0.15257503699852804
4.450000000000001,9,24999,0.10019542858241944
4.450000000000001,10,24999,0.10282459404335942
4.450000000000001,11,24999,0.09781153496536338
4.450000000000001,12,24999,0.11305647084225547
4.450000000000001,13,24999,0.1139629441477009
4.450000000000001,14,24999,0.11953394191005556
4.450000000000001,15,24999,0.14765971232147448
4.450000000000001,16,24999,0.11562357422839296
4.450000000000001,17,24999,0.09890425249531065
4.450000000000001,18,24999,0.10225164122473351
4.450000000000001,19,24999,0.09069009137680652
4.550000000000001,0,24999,0.13866387861725676
4.550000000000001,1,24999,0.1079045102564744
4.550000000000001,2,24999,0.14027163197889997
4.550000000000001,3,24999,0.14381493885954916
4.550000000000001,4,24999,0.13460982731646895
4.550000000000001,5,24999,0.078118213302691
4.550000000000001,6,24999,0.12453937185611111
4.550000000000001,7,24999,0.09605940967175931
4.550000000000001,8,24999,0.14235560567241565
4.550000000000001,9,24999,0.10222886705970353
4.550000000000001,10,24999,0.09055672625096939
4.550000000000001,11,24999,0.11091974745264763
4.550000000000001,12,24999,0.10610353721005042
4.550000000000001,13,24999,0.09588470870650753
4.550000000000001,14,24999,0.1264472519334937
4.550000000000001,15,24999,0.1211401153709195
4.550000000000001,16,24999,0.08129974407083955
4.550000000000001,17,24999,0.1803923279281476
4.550000000000001,18,24999,0.08106738742800632
4.550000000000001,19,24999,0.12282731203856836
4.65,0,24999,0.10644329883207536
4.65,1,24999,0.14311592009032925
4.65,2,24999,0.1262903051747011
4.65,3,24999,0.10294733004075564
4.65,4,24999,0.15076936534448465
4.65,5,24999,0.12144251797107909
4.65,6,24999,0.1095719790193827
4.65,7,24999,0.09291731392568377
4.65,8,24999,0.11121904721482324
4.65,9,24999,0.10693377283770651
4.65,10,24999,0.10532639073133818
4.65,11,24999,0.11135833687977686
4.65,12,24999,0.12522052204548517
4.65,13,24999,0.14507951191311336
4.65,14,24999,0.09227992860832583
4.65,15,24999,0.12451992960394269
4.65,16,24999,0.11540244140189536
4.65,17,24999,0.121624045496831
4.65,18,24999,0.10808748136444031
4.65,19,24999,0.10455538095696124
4.750000000000001,0,24999,0.129173967374974
4.750000000000001,1,24999,0.09548658907854819
4.750000000000001,2,24999,0.11229658649775191
4.750000000000001,3,24999,0.13018752130507982
4.750000000000001,4,24999,0.12323388400039557
4.750000000000001,5,24999,0.0971859614054087
4.750000000000001,6,24999,0.12752428656425324
4.750000000000001,7,24999,0.10666355260262868
4.750000000000001,8,24999,0.1381181477014492
4.750000000000001,9,24999,0.14659984637009962
4.750000000000001,10,24999,0.1331710102995663
4.750000000000001,11,24999,0.09323820145279575
4.750000000000001,12,24999,0.1033312530522361
4.750000000000001,13,24999,0.10165006475958746
4.750000000000001,14,24999,0.11370044190959362
4.750000000000001,15,24999,0.10960017368974448
4.750000000000001,16,24999,0.0964462668420922
4.750000000000001,17,24999,0.13106350335429573
4.750000000000001,18,24999,0.12033065558182197
4.750000000000001,19,24999,0.12206466604960445
4.8500000000000005,0,24999,0.10121497051190181
4.8500000000000005,1,24999,0.09402093783472462
4.8500000000000005,2,24999,0.12784549082072547
4.8500000000000005,3,24999,0.10294983170226564
4.8500000000000005,4,24999,0.09325346337558822
4.8500000000000005,5,24999,0.14960692493306066
4.8500000000000005,6,24999,0.09053341547289481
4.8500000000000005,7,24999,0.097094609493453
4.8500000000000005,8,24999,0.13353441659938253
4.8500000000000005,9,24999,0.1200876503705976
4.8500000000000005,10,24999,0.11839372043985195
4.8500000000000005,11,24999,0.08972692021707518
4.8500000000000005,12,24999,0.09513922975623687
4.8500000000000005,13,24999,0.11184984100728587
4.8500000000000005,14,24999,0.1378393896632866
4.8500000000000005,15,24999,0.10301360525437889
4.8500000000000005,16,24999,0.0980011735859091
4.8500000000000005,17,24999,0.1473037517116019
4.8500000000000005,18,24999,0.0978459570200328
4.8500000000000005,19,24999,0.13414085104833665
4.950000000000001,0,24999,0.09806330689016299
4.950000000000001,1,24999,0.11329540636871374
4.950000000000001,2,24999,0.13598585785744538
4.950000000000001,3,24999,0.1599861396468111
4.950000000000001,4,24999,0.12568192241277487
4.950000000000001,5,24999,0.10317908385664734
4.950000000000001,6,24999,0.1550399359363888
4.950000000000001,7,24999,0.14356685052624502
4.950000000000001,8,24999,0.12914274779137758
4.950000000000001,9,24999,0.11662890269169386
4.950000000000001,10,24999,0.07973974240217098
4.950000000000001,11,24999,0.11016263507452079
4.950000000000001,12,24999,0.11689199714573305
4.950000000000001,13,24999,0.10220245902657812
4.950000000000001,14,24999,0.13561598777991027
4.950000000000001,15,24999,0.126578366077256
4.950000000000001,16,24999,0.11531407459545054
4.950000000000001,17,24999,0.11408931816410783
4.950000000000001,18,24999,0.07756696932853643
4.950000000000001,19,24999,0.15375473847863327
5.050000000000001,0,24999,0.10804199378544972
5.050000000000001,1,24999,0.1096407627734894
5.050000000000001,2,24999,0.14950186597943282
5.050000000000001,3,24999,0.08725072502615058
5.050000000000001,4,24999,0.10999875876627188
5.050000000000001,5,24999,0.10647552087398626
5.050000000000001,6,24999,0.10510665403654233
5.050000000000001,7,24999,0.11551377073720094
5.050000000000001,8,24999,0.16865221493423058
5.050000000000001,9,24999,0.0906179816794397
5.050000000000001,10,24999,0.110414224504679
5.050000000000001,11,24999,0.11581584932513224
5.050000000000001,12,24999,0.08490597966988958
5.050000000000001,13,24999,0.10140128852536699
5.050000000000001,14,24999,0.08748294825904375
5.050000000000001,15,24999,0.11517882155248557
5.050000000000001,16,24999,0.12677093264822065
5.050000000000001,17,24999,0.11189723456200155
5.050000000000001,18,24999,0.10366240039462934
5.050000000000001,19,24999,0.09914040190374666
5.150000000000001,0,24999,0.12683646719529942
5.150000000000001,1,24999,0.12633381514000627
5.150000000000001,2,24999,0.08876824681022139
5.150000000000001,3,24999,0.11073821897937978
5.150000000000001,4,24999,0.12021477868687405
5.150000000000001,5,24999,0.10768541214651034
5.150000000000001,6,24999,0.1098731348956561
5.150000000000001,7,24999,0.15579188002220218
5.150000000000001,8,24999,0.09163948649123717
5.150000000000001,9,24999,0.1338821556607892
5.150000000000001,10,24999,0.11351031407308844
5.150000000000001,11,24999,0.11506790721189838
5.150000000000001,12,24999,0.12292995878807304
5.150000000000001,13,24999,0.10123809487680102
5.150000000000001,14,24999,0.11499755646633508
5.150000000000001,15,24999,0.11295549779862706
5.150000000000001,16,24999,0.11860643480781947
5.150000000000001,17,24999,0.17309025224859967
5.150000000000001,18,24999,0.1084987174957927
5.150000000000001,19,24999,0.10653605172903502
5.250000000000001,0,24999,0.13928439881308244
5.250000000000001,1,24999,0.1309647549243398
5.250000000000001,2,24999,0.1010098585676388
5.250000000000001,3,24999,0.10936221125000357
5.250000000000001,4,24999,0.12089843067358988
5.250000000000001,5,24999,0.1159140110673966
5.250000000000001,6,24999,0.10744139890769429
5.250000000000001,7,24999,0.10162970603122619
5.250000000000001,8,24999,0.1146221244538755
5.250000000000001,9,24999,0.14110943487073838
5.250000000000001,10,24999,0.08660121957806097
5.250000000000001,11,24999,0.10503686572401784
5.250000000000001,12,24999,0.11761628086314736
5.250000000000001,13,24999,0.1075670064344451
5.250000000000001,14,24999,0.10442466806666793
5.250000000000001,15,24999,0.0915089252560467
5.250000000000001,16,24999,0.10158637665300868
5.250000000000001,17,24999,0.139728990243202
5.250000000000001,18,24999,0.13594750714775358
5.250000000000001,19,24999,0.15829432956497858
5.3500000000000005,0,24999,0.1470591280801854
5.3500000000000005,1,24999,0.12786590318550725
5.3500000000000005,2,24999,0.09659958187520787
5.3500000000000005,3,24999,0.11246556920371195
5.3500000000000005,4,24999,0.11688810862565087
5.3500000000000005,5,24999,0.11347315372597372
5.3500000000000005,6,24999,0.1332978261878177
5.3500000000000005,7,24999,0.08048756299206984
5.3500000000000005,8,24999,0.06788786664803671
5.3500000000000005,9,24999,0.10535019729542076
5.3500000000000005,10,24999,0.12789202136406297
5.3500000000000005,11,24999,0.10083517476279141
5.3500000000000005,12,24999,0.10898862924222785
5.3500000000000005,13,24999,0.13366991256994928
5.3500000000000005,14,24999,0.11194114555048613
5.3500000000000005,15,24999,0.09605298274691738
5.3500000000000005,16,24999,0.11218303114542502
5.3500000000000005,17,24999,0.1166060651354896
5.3500000000000005,18,24999,0.10918993706396371
5.3500000000000005,19,24999,0.12169473843630456
5.450000000000001,0,24999,0.10683304323939204
5.450000000000001,1,24999,0.12053913788002336
5.450000000000001,2,24999,0.13070884922179973
5.450000000000001,3,24999,0.13774260355033136
5.450000000000001,4,24999,0.1265824958351068
5.450000000000001,5,24999,0.08555139740110634
5.450000000000001,6,24999,0.1422008105978496
5.450000000000001,7,24999,0.0793863871164967
5.450000000000001,8,24999,0.1205859903325166
5.450000000000001,9,24999,0.1019856097151311
5.450000000000001,10,24999,0.1296978061646745
5.450000000000001,11,24999,0.08857178726950449
5.450000000000001,12,24999,0.11155207083450852
5.450000000000001,13,24999,0.1096200131507292
5.450000000000001,14,24999,0.1491939407204818
5.450000000000001,15,24999,0.12085917803995226
5.450000000000001,16,24999,0.08254618063077768
5.450000000000001,17,24999,0.09349510273734296
5.450000000000001,18,24999,0.11505423229130485
5.450000000000001,19,24999,0.1475508207064545
5.550000000000001,0,24999,0.13955382987939108
5.550000000000001,1,24999,0.10129799013926469
5.550000000000001,2,24999,0.12972188838168114
5.550000000000001,3,24999,0.10482956908855591
5.550000000000001,4,24999,0.08465566273207072
5.550000000000001,5,24999,0.10838978897500233
5.550000000000001,6,24999,0.13719044126022922
5.550000000000001,7,24999,0.09821613648551061
5.550000000000001,8,24999,0.09329212170357028
5.550000000000001,9,24999,0.11460088674842245
5.550000000000001,10,24999,0.1138138383917807
5.550000000000001,11,24999,0.09798515672282816
5.550000000000001,12,24999,0.09678827532436482
5.550000000000001,13,24999,0.1171927278271849
5.550000000000001,14,24999,0.16489730648845483
5.550000000000001,15,24999,0.09196668593181943
5.550000000000001,16,24999,0.1197501787869668
5.550000000000001,17,24999,0.1132796247711412
5.550000000000001,18,24999,0.12148026786755617
5.550000000000001,19,24999,0.08543932522636974
5.650000000000001,0,24999,0.10489365909188104
5.650000000000001,1,24999,0.0983418818162367
5.650000000000001,2,24999,0.1107684650243266
5.650000000000001,3,24999,0.08733342690127929
5.650000000000001,4,24999,0.09732327137718724
5.650000000000001,5,24999,0.1272154071780163
5.650000000000001,6,24999,0.12372762150943661
5.650000000000001,7,24999,0.12798049655408794
5.650000000000001,8,24999,0.11302507755886143
5.650000000000001,9,24999,0.09968927146583398
5.650000000000001,10,24999,0.10313917981303959
5.650000000000001,11,24999,0.11404696455468911
5.650000000000001,12,24999,0.10247528651442615
5.650000000000001,13,24999,0.09675894958719015
5.650000000000001,14,24999,0.08702691980792662
5.650000000000001,15,24999,0.10592956994423912
5.650000000000001,16,24999,0.10988841835568855
5.650000000000001,17,24999,0.08445190433411627
5.650000000000001,18,24999,0.14432351432126472
5.650000000000001,19,24999,0.13096296583965736
5.750000000000001,0,24999,0.14519152136720448
5.750000000000001,1,24999,0.08766663205859589
5.750000000000001,2,24999,0.09313748339597805
5.750000000000001,3,24999,0.08897987154817368
5.750000000000001,4,24999,0.09131175872225215
5.750000000000001,5,24999,0.08837512294634028
5.750000000000001,6,24999,0.11246078434538255
5.750000000000001,7,24999,0.0847668033336715
5.750000000000001,8,24999,0.1128266279167051
5.750000000000001,9,24999,0.09766232615203091
5.750000000000001,10,24999,0.10243514449725508
5.750000000000001,11,24999,0.10780686497898566
5.750000000000001,12,24999,0.10915187104749216
5.750000000000001,13,24999,0.10434158358647122
5.750000000000001,14,24999,0.09161059035553161
5.750000000000001,15,24999,0.08456826038687286
5.750000000000001,16,24999,0.1272508531730024
5.750000000000001,17,24999,0.11441989588205757
5.750000000000001,18,24999,0.12911581259616495
5.750000000000001,19,24999,0.09414834478159793
5.8500000000000005,0,24999,0.09824356553794959
5.8500000000000005,1,24999,0.08454517159745574
5.8500000000000005,2,24999,0.13241856384146064
5.8500000000000005,3,24999,0.09659427050459889
5.8500000000000005,4,24999,0.07763323828631229
5.8500000000000005,5,24999,0.10589815412365547
5.8500000000000005,6,24999,0.09773918744991404
5.8500000000000005,7,24999,0.09858526053434681
5.8500000000000005,8,24999,0.07878763988791058
5.8500000000000005,9,24999,0.10718751792798012
5.8500000000000005,10,24999,0.08636690119473774
5.8500000000000005,11,24999,0.09351066493808674
5.8500000000000005,12,24999,0.10376164395673988
5.8500000000000005,13,24999,0.13095424157202384
5.8500000000000005,14,24999,0.13360061191622535
5.8500000000000005,15,24999,0.09834252175478943
5.8500000000000005,16,24999,0.11490489912914745
5.8500000000000005,17,24999,0.08854967632915847
5.8500000000000005,18,24999,0.10253430636177963
5.8500000000000005,19,24999,0.10452734373206762
5.950000000000001,0,24999,0.11341936186167552
5.950000000000001,1,24999,0.09854964167512238
5.950000000000001,2,24999,0.09664754714314054
5.950000000000001,3,24999,0.10587490498337003
5.950000000000001,4,24999,0.08141878144168906
5.950000000000001,5,24999,0.12568912554364683
5.950000000000001,6,24999,0.10485319648835574
5.950000000000001,7,24999,0.12050478135581666
5.950000000000001,8,24999,0.12421230170431197
5.950000000000001,9,24999,0.0839424217830515
5.950000000000001,10,24999,0.10661651818356715
5.950000000000001,11,24999,0.12956545163228034
5.950000000000001,12,24999,0.09044207459555546
5.950000000000001,13,24999,0.11379844104476113
5.950000000000001,14,24999,0.10462738240274369
5.950000000000001,15,24999,0.10464664790391473
5.950000000000001,16,24999,0.10687759323534178
5.950000000000001,17,24999,0.11063003901931855
5.950000000000001,18,24999,0.1186637437994321
5.950000000000001,19,24999,0.12664246261968987
6.050000000000001,0,24999,0.12726006713593083
6.050000000000001,1,24999,0.10445347251903732
6.050000000000001,2,24999,0.08941484940613653
6.050000000000001,3,24999,0.08576620758956355
6.050000000000001,4,24999,0.11152546103894546
6.050000000000001,5,24999,0.0892065324316847
6.050000000000001,6,24999,0.11412565666806879
6.050000000000001,7,24999,0.09076164097634076
6.050000000000001,8,24999,0.10169612964233299
6.050000000000001,9,24999,0.11328091357458259
6.050000000000001,10,24999,0.0924447161835553
6.050000000000001,11,24999,0.09143861521849801
6.050000000000001,12,24999,0.10518951508883674
6.050000000000001,13,24999,0.11663627883308447
6.050000000000001,14,24999,0.09974276381254947
6.050000000000001,15,24999,0.07730788998640417
6.050000000000001,16,24999,0.10796060638688397
6.050000000000001,17,24999,0.10230206848552964
6.050000000000001,18,24999,0.09710402322985491
6.050000000000001,19,24999,0.11415274623490296
6.150000000000001,0,24999,0.09525225394959692
6.150000000000001,1,24999,0.10739120192950195
6.150000000000001,2,24999,0.07788204956610352
6.150000000000001,3,24999,0.09119693639816386
6.150000000000001,4,24999,0.09830877547640013
6.150000000000001,5,24999,0.11468003716044547
6.150000000000001,6,24999,0.09970444798999235
6.150000000000001,7,24999,0.10504282519921769
6.150000000000001,8,24999,0.1109791026331953
6.150000000000001,9,24999,0.09774342504883887
6.150000000000001,10,24999,0.09328663079378158
6.150000000000001,11,24999,0.10323286001434843
6.150000000000001,12,24999,0.08613025962924302
6.150000000000001,13,24999,0.11029650336617533
6.150000000000001,14,24999,0.13993668606630444
6.150000000000001,15,24999,0.11948521281485296
6.150000000000001,16,24999,0.11492944002670562
6.150000000000001,17,24999,0.08711129815010818
6.150000000000001,18,24999,0.10898502697399011
6.150000000000001,19,24999,0.08885281896926626
6.250000000000001,0,24999,0.12580035429468767
6.250000000000001,1,24999,0.07734223190889779
6.250000000000001,2,24999,0.1083488526027602
6.250000000000001,3,24999,0.08274408290596687
6.250000000000001,4,24999,0.07716517311932738
6.250000000000001,5,24999,0.10117696663157856
6.250000000000001,6,24999,0.11624921440068589
6.250000000000001,7,24999,0.10013425625480046
6.250000000000001,8,24999,0.10325924778405572
6.250000000000001,9,24999,0.07740466829152698
6.250000000000001,10,24999,0.11011492916578268
6.250000000000001,11,24999,0.09688535437950944
6.250000000000001,12,24999,0.08462820433365774
6.250000000000001,13,24999,0.10745427533325368
6.250000000000001,14,24999,0.09784003473101302
6.250000000000001,15,24999,0.11340573360425345
6.250000000000001,16,24999,0.09419209954257121
6.250000000000001,17,24999,0.08213152263209823
6.250000000000001,18,24999,0.10394874419404103
6.250000000000001,19,24999,0.07453424851436442
