P,Q,t,eta,E,E_test
2000,200,0,0.05,0.48995099660966734,0.4903355975033376
2000,200,50,0.05,0.35117430703911917,0.353559838823049
2000,200,100,0.05,0.2625744804759918,0.27057910347010156
2000,200,150,0.05,0.19947025859134862,0.23415316125705687
2000,200,200,0.05,0.16149113061151119,0.185954811241686
2000,200,250,0.05,0.1266062251016688,0.12715478031136795
2000,200,300,0.05,0.10424041172954325,0.11337348521571673
2000,200,350,0.05,0.09455018328689191,0.10578307263504087
2000,200,400,0.05,0.07966595873761077,0.08975488015830138
2000,200,450,0.05,0.07120742658430512,0.07911639790779183
2000,200,500,0.05,0.06401115631718506,0.07148195576524939
2000,200,550,0.05,0.05761249643453745,0.0604354494565269
2000,200,600,0.05,0.05753069473173041,0.05942402214352962
2000,200,650,0.05,0.05247761618955497,0.0551427355618577
2000,200,700,0.05,0.048764509945137126,0.04772600381928663
2000,200,750,0.05,0.04751515146821688,0.04629220474798098
2000,200,800,0.05,0.04613223416312881,0.043049876485756
2000,200,850,0.05,0.045885339052587126,0.04321768978669427
2000,200,900,0.05,0.04307209142406847,0.0394826389272799
2000,200,950,0.05,0.04230102657585012,0.038371760463182684
2000,200,1000,0.05,0.040538486808581436,0.03568892154193279
2000,200,1050,0.05,0.040158687396107166,0.03482592268601271
2000,200,1100,0.05,0.03986543509280693,0.0346421670282191
2000,200,1150,0.05,0.0395953542850523,0.03449915206205928
2000,200,1200,0.05,0.039381463232553225,0.03446326486493276
2000,200,1250,0.05,0.040223359632581966,0.035406240886076724
2000,200,1300,0.05,0.04015081160944447,0.0345530196414144
2000,200,1350,0.05,0.0395449349592563,0.034457223311916856
2000,200,1400,0.05,0.039566126182195696,0.034818922880711874
2000,200,1450,0.05,0.03869525069287185,0.034304479801895944
2000,200,1500,0.05,0.0383872047081985,0.034152494035354176
2000,200,1550,0.05,0.03809851227083267,0.0343919074535911
2000,200,1600,0.05,0.03774529200612378,0.03424551094575698
2000,200,1650,0.05,0.03729861679260374,0.03447235926463868
2000,200,1700,0.05,0.03692582414108627,0.034689532403089675
2000,200,1750,0.05,0.037440779874777216,0.033410865637356645
2000,200,1800,0.05,0.03726830147699369,0.03386304613552699
2000,200,1850,0.05,0.03717094211823389,0.03368712180394778
2000,200,1900,0.05,0.03710351292350174,0.032928901319759604
2000,200,1950,0.05,0.03693091753905323,0.0326178723443067
2000,200,2000,0.05,0.036058897407537545,0.0315702072730718
2000,200,2050,0.05,0.03585654970223046,0.03171282097609061
2000,200,2100,0.05,0.03557697775595466,0.032013850316288804
2000,200,2150,0.05,0.03518860402376412,0.03262059524557129
2000,200,2200,0.05,0.035328851258822055,0.0330066334413378
2000,200,2250,0.05,0.03589456081729438,0.033626497918308254
2000,200,2300,0.05,0.03540935105569081,0.033645510699962494
2000,200,2350,0.05,0.035231109120686784,0.033203819671587025
2000,200,2400,0.05,0.03510534208813195,0.0337519433094767
2000,200,2450,0.05,0.035123605669010176,0.03416845183700926
2000,200,2500,0.05,0.03457597376176925,0.0327764162354392
2000,200,2550,0.05,0.03416363436682051,0.03256618134535108
2000,200,2600,0.05,0.034863823611645986,0.031960533753190565
2000,200,2650,0.05,0.034656368526361905,0.03183084765552362
2000,200,2700,0.05,0.03462491517735872,0.03245867364177395
2000,200,2750,0.05,0.034386933039742426,0.03215666074774848
2000,200,2800,0.05,0.03450693939187913,0.032884278445782955
2000,200,2850,0.05,0.034355816677108575,0.03330584464189188
2000,200,2900,0.05,0.034119019293249855,0.033290078626855645
2000,200,2950,0.05,0.033751213281926595,0.03327552793907331
2000,200,3000,0.05,0.03352193070186411,0.03379116766589093
2000,200,3050,0.05,0.033285682179297,0.033712680701500235
2000,200,3100,0.05,0.03403817342288635,0.03477814217983072
2000,200,3150,0.05,0.03391191293987271,0.034764697078492716
2000,200,3200,0.05,0.03348143044978442,0.03431696146857333
2000,200,3250,0.05,0.03341959572661253,0.03444595983243495
2000,200,3300,0.05,0.033665179291525564,0.03513869040144491
2000,200,3350,0.05,0.03354836123783034,0.035138552123218085
2000,200,3400,0.05,0.03310535870555769,0.03484335511838063
2000,200,3450,0.05,0.033030660782113835,0.03449364863476069
2000,200,3500,0.05,0.03331312104031894,0.03468311519975988
2000,200,3550,0.05,0.03301139603124982,0.034283832178727776
2000,200,3600,0.05,0.03310303592289909,0.03436793702570235
2000,200,3650,0.05,0.03285846042684065,0.03347349989174756
2000,200,3700,0.05,0.032836213382457506,0.03386403181926182
2000,200,3750,0.05,0.032623577770603436,0.03377256020999156
2000,200,3800,0.05,0.03266846280627398,0.0333177184760122
2000,200,3850,0.05,0.0317631214090437,0.03232082011607799
2000,200,3900,0.05,0.031813242932645334,0.03224670799392709
2000,200,3950,0.05,0.03148271427860366,0.032254926637883846
2000,200,4000,0.05,0.031487020975739216,0.03226088016866932
2000,200,4050,0.05,0.03125171496183615,0.03287950453243558
2000,200,4100,0.05,0.03139764876763614,0.03233915161939399
2000,200,4150,0.05,0.031803296510420895,0.031196765541357543
2000,200,4200,0.05,0.031545043029102465,0.030910629262130035
2000,200,4250,0.05,0.03124532423254641,0.031710446810789945
2000,200,4300,0.05,0.030942757159250576,0.03130944550329117
2000,200,4350,0.05,0.030761577645625305,0.030973224645475764
2000,200,4400,0.05,0.03034240989631966,0.030709666040910535
2000,200,4450,0.05,0.030204540985517475,0.030847718198623003
2000,200,4500,0.05,0.029498255079717733,0.030689512260762462
2000,200,4550,0.05,0.02939188113132434,0.030466636698325517
2000,200,4600,0.05,0.029185215856549037,0.030088265810090692
2000,200,4650,0.05,0.02913133745298806,0.02932638124608871
2000,200,4700,0.05,0.029390415051485985,0.029459547841704285
2000,200,4750,0.05,0.029191063717421955,0.029587738600809228
2000,200,4800,0.05,0.028866090348147647,0.028825179233427704
2000,200,4850,0.05,0.028978238094515354,0.029352297451264366
2000,200,4900,0.05,0.028806926356256077,0.028713143475459512
2000,200,4950,0.05,0.02851375725380347,0.029009511115381918
2000,200,0,0.05,0.4748029190485108,0.4192390598130705
2000,200,50,0.05,0.29050924568047287,0.26513356895587614
2000,200,100,0.05,0.22492350040824036,0.21977726403178813
2000,200,150,0.05,0.14047045675126799,0.1268692518030963
2000,200,200,0.05,0.11119133874789017,0.09576962997044408
2000,200,250,0.05,0.16029159988877267,0.1517066937611401
2000,200,300,0.05,0.11532070544639583,0.1229152188271467
2000,200,350,0.05,0.09481978197933075,0.08784092056919804
2000,200,400,0.05,0.07813822846058822,0.07430941367833424
2000,200,450,0.05,0.06836616414001337,0.07082375677378405
2000,200,500,0.05,0.05533329532064798,0.056543686458418785
2000,200,550,0.05,0.049043609481259146,0.04733512933676442
2000,200,600,0.05,0.045574978230919855,0.043737232605139835
2000,200,650,0.05,0.04365065363271929,0.04257165488955708
2000,200,700,0.05,0.04174590478400604,0.04056399458920948
2000,200,750,0.05,0.03873051409439215,0.03664752947922335
2000,200,800,0.05,0.03742001068429181,0.03613852502177484
2000,200,850,0.05,0.03541195453859122,0.03486938423919141
2000,200,900,0.05,0.034936239391047647,0.03453411455829641
2000,200,950,0.05,0.034197408259077175,0.03388339853887181
2000,200,1000,0.05,0.03286952857804686,0.033279657897012205
2000,200,1050,0.05,0.032782557800492065,0.0324417028601935
2000,200,1100,0.05,0.032609511509419965,0.03225103139087642
2000,200,1150,0.05,0.03185600473393293,0.032155994230151246
2000,200,1200,0.05,0.031923334634725006,0.032309656069562605
2000,200,1250,0.05,0.031225035838746144,0.03194084764016443
2000,200,1300,0.05,0.03086526921897812,0.03208091424647242
2000,200,1350,0.05,0.030515670593682962,0.03220539511013364
2000,200,1400,0.05,0.03018592344537316,0.032070498284396176
2000,200,1450,0.05,0.029936034101187295,0.03178650559903315
2000,200,1500,0.05,0.02996176233600713,0.03185985725718007
2000,200,1550,0.05,0.029981047182561383,0.03196195969383805
2000,200,1600,0.05,0.02965859965334963,0.031098471963133815
2000,200,1650,0.05,0.029458980230088867,0.031013680030719994
2000,200,1700,0.05,0.029806273968457433,0.03200708632986314
2000,200,1750,0.05,0.029708976060062557,0.03231381648623412
2000,200,1800,0.05,0.02916282572642965,0.03159120234122634
2000,200,1850,0.05,0.0295937653438132,0.03273585824458523
2000,200,1900,0.05,0.029244044811841816,0.032574674919793115
2000,200,1950,0.05,0.029599380871726772,0.03269498033921607
2000,200,2000,0.05,0.02970696502092443,0.03279999073255105
2000,200,2050,0.05,0.0298478687280963,0.03303233138536877
2000,200,2100,0.05,0.029484876432612644,0.032538289497289416
2000,200,2150,0.05,0.02959804503944074,0.03265337911359108
2000,200,2200,0.05,0.029757320450851006,0.032936771254743306
2000,200,2250,0.05,0.029483235928545595,0.03285525801477007
2000,200,2300,0.05,0.029521989487421064,0.03256208517079913
2000,200,2350,0.05,0.029375914465510928,0.03325236597561883
2000,200,2400,0.05,0.029267439728365967,0.0330342914979114
2000,200,2450,0.05,0.02897010772548027,0.03293053931496228
2000,200,2500,0.05,0.028756437953960278,0.032825671300606
2000,200,2550,0.05,0.028341396516909086,0.03224056516182918
2000,200,2600,0.05,0.02834660088271271,0.03215353399738733
2000,200,2650,0.05,0.02898942790410952,0.032397708133017414
2000,200,2700,0.05,0.028274499108077514,0.03116124829689187
2000,200,2750,0.05,0.028382844307515483,0.03173113080795858
2000,200,2800,0.05,0.02857575512290953,0.0316742493076441
2000,200,2850,0.05,0.028013932653564496,0.03065721742034894
2000,200,2900,0.05,0.027879415793442726,0.030708872973480194
2000,200,2950,0.05,0.027916545401611464,0.030406621794575987
2000,200,3000,0.05,0.02765398845095862,0.029821398667513828
2000,200,3050,0.05,0.027429642756841992,0.029495121901077073
2000,200,3100,0.05,0.027057666798395653,0.029743793588300683
2000,200,3150,0.05,0.026894832641220445,0.029291043486158314
2000,200,3200,0.05,0.02680708133944912,0.029465678631442827
2000,200,3250,0.05,0.026529418463350794,0.029140186163520685
2000,200,3300,0.05,0.026469151481591045,0.028626153149177106
2000,200,3350,0.05,0.026395141882885345,0.028430811962770846
2000,200,3400,0.05,0.02667938032027176,0.028415938525370533
2000,200,3450,0.05,0.02644069219729743,0.02791049652238856
2000,200,3500,0.05,0.0264603122130102,0.028119487873584457
2000,200,3550,0.05,0.026478043757638094,0.02792558075797256
2000,200,3600,0.05,0.026300129589217226,0.027479648159016316
2000,200,3650,0.05,0.026165387142067557,0.02753994953535606
2000,200,3700,0.05,0.026114110746460868,0.02736682267353884
2000,200,3750,0.05,0.02642983683149132,0.027669100648844838
2000,200,3800,0.05,0.026514629832197344,0.02746027112868163
2000,200,3850,0.05,0.02664850687099754,0.02906676351531458
2000,200,3900,0.05,0.026879251610778535,0.029359528933533014
2000,200,3950,0.05,0.0262177471694151,0.02849811990072533
2000,200,4000,0.05,0.025871466839644926,0.028831019091085028
2000,200,4050,0.05,0.02585968386656185,0.02888975604660766
2000,200,4100,0.05,0.0263606379728422,0.029179603240835038
2000,200,4150,0.05,0.026281143511699075,0.029582965073575843
2000,200,4200,0.05,0.02615885411701919,0.02890508133636624
2000,200,4250,0.05,0.02609080885127327,0.02891184129317674
2000,200,4300,0.05,0.025659483727026092,0.02835678551306517
2000,200,4350,0.05,0.025502089501261687,0.028166591335647095
2000,200,4400,0.05,0.02514670382719011,0.027690951552028845
2000,200,4450,0.05,0.025205752773318334,0.02773017157544544
2000,200,4500,0.05,0.025315783014565,0.02780760145927996
2000,200,4550,0.05,0.025032104010747618,0.02703913143597867
2000,200,4600,0.05,0.0251133550466581,0.0273056645972367
2000,200,4650,0.05,0.025499855014350273,0.02688417372757509
2000,200,4700,0.05,0.025443240213885988,0.026606380585257307
2000,200,4750,0.05,0.025383079009162555,0.027525344629013963
2000,200,4800,0.05,0.025665801455474358,0.02902874640211335
2000,200,4850,0.05,0.025531955634133133,0.02874917243180205
2000,200,4900,0.05,0.02535545165367983,0.028521199608091075
2000,200,4950,0.05,0.025335000492985715,0.029219697590564895
2000,200,0,0.05,0.4472735338942759,0.5869014986727751
2000,200,50,0.05,0.3534586311640159,0.38047933151901103
2000,200,100,0.05,0.2685716037464727,0.26292658506044
2000,200,150,0.05,0.2286691988406192,0.21466937955865123
2000,200,200,0.05,0.17791865892385098,0.16181404728829243
2000,200,250,0.05,0.1585573486740326,0.1444525948101408
2000,200,300,0.05,0.1494024501759769,0.1494928914697803
2000,200,350,0.05,0.12318460819366564,0.13768318415390068
2000,200,400,0.05,0.11271011026380963,0.10276068934953879
2000,200,450,0.05,0.10812354697902332,0.10208972085094695
2000,200,500,0.05,0.0844235086482445,0.07376862536503577
2000,200,550,0.05,0.07225489937715991,0.07093747006330067
2000,200,600,0.05,0.06687339767215686,0.06454306112390831
2000,200,650,0.05,0.06649627988790982,0.06349403327634039
2000,200,700,0.05,0.06285067559238453,0.06426019142195497
2000,200,750,0.05,0.0574911004639128,0.06685997183068018
2000,200,800,0.05,0.05497721376171713,0.06229727572321856
2000,200,850,0.05,0.05367145161854368,0.05922059100967644
2000,200,900,0.05,0.05130408956140487,0.05361000982798741
2000,200,950,0.05,0.04971300676061019,0.051210225633256175
2000,200,1000,0.05,0.048468995801345,0.049957967866762536
2000,200,1050,0.05,0.04800223908499976,0.04963040362156914
2000,200,1100,0.05,0.04809144839943552,0.04894602213744559
2000,200,1150,0.05,0.04813601946581123,0.048773234108496134
2000,200,1200,0.05,0.046381800186953065,0.047830040171330586
2000,200,1250,0.05,0.04704700915492238,0.04728615722438987
2000,200,1300,0.05,0.046715661254591465,0.04718667150473948
2000,200,1350,0.05,0.046246834137939154,0.04599978705960123
2000,200,1400,0.05,0.046092162318347084,0.04623439816837652
2000,200,1450,0.05,0.04587810273095688,0.046705704687572444
2000,200,1500,0.05,0.04554105277852485,0.04589158796079194
2000,200,1550,0.05,0.0452242464919084,0.04517668885868575
2000,200,1600,0.05,0.045527009409115936,0.045677592306134066
2000,200,1650,0.05,0.04585766376003311,0.046905357584971455
2000,200,1700,0.05,0.045270378707659924,0.045162237296176834
2000,200,1750,0.05,0.045069682589837144,0.04485130959197203
2000,200,1800,0.05,0.044882513697715974,0.04396941252831429
2000,200,1850,0.05,0.044625567611990144,0.043996251631422255
2000,200,1900,0.05,0.044647647935823626,0.04376660701753412
2000,200,1950,0.05,0.044103218475197624,0.042878768540512605
2000,200,2000,0.05,0.04455599646491054,0.044315594906695684
2000,200,2050,0.05,0.04420621567519692,0.043890107104741706
2000,200,2100,0.05,0.044296982072896396,0.04371206016580242
2000,200,2150,0.05,0.044060306080659944,0.04332992850726101
2000,200,2200,0.05,0.043942960666042884,0.043782936983137226
2000,200,2250,0.05,0.04402542685375242,0.04425019911835279
2000,200,2300,0.05,0.04373418154188351,0.04334221189765101
2000,200,2350,0.05,0.04392362641462775,0.04338025060452244
2000,200,2400,0.05,0.043833402014056194,0.04320561811233409
2000,200,2450,0.05,0.043677998497008465,0.043608529476285504
2000,200,2500,0.05,0.043593371853043864,0.04356869452413444
2000,200,2550,0.05,0.043766955236762384,0.043023282192061744
2000,200,2600,0.05,0.04328995362716694,0.04161812206843301
2000,200,2650,0.05,0.043146873609309244,0.041393347594219455
2000,200,2700,0.05,0.04305728397080984,0.04122837398925218
2000,200,2750,0.05,0.043780198932850595,0.040604463327845924
2000,200,2800,0.05,0.04333684737132911,0.04042185843701383
2000,200,2850,0.05,0.0434684195140602,0.040640271770057475
2000,200,2900,0.05,0.04294614295528201,0.04072231373268347
2000,200,2950,0.05,0.0427420281978981,0.0406196631727473
2000,200,3000,0.05,0.04272397237534721,0.04051812489503809
2000,200,3050,0.05,0.04225161366825113,0.039977452164065064
2000,200,3100,0.05,0.042115182674412256,0.03965948338481934
2000,200,3150,0.05,0.0424169690066331,0.040045619411655464
2000,200,3200,0.05,0.042202239617892316,0.03977916408807097
2000,200,3250,0.05,0.0419610188457862,0.03971213179181174
2000,200,3300,0.05,0.04179192672931338,0.040179751187908404
2000,200,3350,0.05,0.04183317757745152,0.04065802982129158
2000,200,3400,0.05,0.04181512232112083,0.040633458125490234
2000,200,3450,0.05,0.04181227572997175,0.040476316118120366
2000,200,3500,0.05,0.04160177174251129,0.040391187865029404
2000,200,3550,0.05,0.04124444956529254,0.0399127414002369
2000,200,3600,0.05,0.041328053582558054,0.039810195487560124
2000,200,3650,0.05,0.0413165935407062,0.03968782068521076
2000,200,3700,0.05,0.04121178307567558,0.03922812614166194
2000,200,3750,0.05,0.04117556536113455,0.03946940276602342
2000,200,3800,0.05,0.041200990521777794,0.039654464123202594
2000,200,3850,0.05,0.04104335732398008,0.03878732641092966
2000,200,3900,0.05,0.04111119830725974,0.03902010262438563
2000,200,3950,0.05,0.04135449088468228,0.03965798602912822
2000,200,4000,0.05,0.041229827000193814,0.03957089307330131
2000,200,4050,0.05,0.041184381028967584,0.03965561521238369
2000,200,4100,0.05,0.04100047904590467,0.03985319514404603
2000,200,4150,0.05,0.04077994741204537,0.03995317316647819
2000,200,4200,0.05,0.04083524006874362,0.03996620872300416
2000,200,4250,0.05,0.04142342825548511,0.040218763978431056
2000,200,4300,0.05,0.04228401765589399,0.04095221398090077
2000,200,4350,0.05,0.042037960806744726,0.04089595929701163
2000,200,4400,0.05,0.04138410924297833,0.040236702222759275
2000,200,4450,0.05,0.041213598167420665,0.0398118254165029
2000,200,4500,0.05,0.0411416516617668,0.04012715030961576
2000,200,4550,0.05,0.041281290119160804,0.041420840232441414
2000,200,4600,0.05,0.041277808253544296,0.0419354252072024
2000,200,4650,0.05,0.0412511941991207,0.041913630442075016
2000,200,4700,0.05,0.041327772371367415,0.041995354133294374
2000,200,4750,0.05,0.040930803242667735,0.04096577505151923
2000,200,4800,0.05,0.04072165466841893,0.04049126484227915
2000,200,4850,0.05,0.04076394997478707,0.04056442528904391
2000,200,4900,0.05,0.04142618434936659,0.0403868490572842
2000,200,4950,0.05,0.041595821928442016,0.040659632101807924
2000,200,0,0.05,0.5002246999539217,0.5811748885834728
2000,200,50,0.05,0.4573496292819837,0.4651358080292023
2000,200,100,0.05,0.3312752721104619,0.2885531955345964
2000,200,150,0.05,0.24656145179374842,0.23391696464515063
2000,200,200,0.05,0.22610125641053896,0.2323407861579432
2000,200,250,0.05,0.1965829936613216,0.20602638007497007
2000,200,300,0.05,0.14190323508233768,0.11895558353647001
2000,200,350,0.05,0.11970775815100833,0.09643596387893809
2000,200,400,0.05,0.10856808501243416,0.08681639584141186
2000,200,450,0.05,0.09327277323156626,0.08135309321550185
2000,200,500,0.05,0.08598765812735353,0.07771295761608997
2000,200,550,0.05,0.0759965498738227,0.06640463497444016
2000,200,600,0.05,0.0700143299245123,0.06066019986251756
2000,200,650,0.05,0.06628490041251883,0.058692423173742375
2000,200,700,0.05,0.0642100453986463,0.05767930275215154
2000,200,750,0.05,0.057583329158039404,0.048613265856650115
2000,200,800,0.05,0.051378339362712175,0.04350064815002559
2000,200,850,0.05,0.04899013041572915,0.04179634271626523
2000,200,900,0.05,0.046620820244443466,0.04017759435546038
2000,200,950,0.05,0.04497946630475611,0.038881368147525165
2000,200,1000,0.05,0.044449600259553274,0.038375256834181394
2000,200,1050,0.05,0.04452458943355869,0.03951333742746214
2000,200,1100,0.05,0.04450256180472472,0.04017087008207437
2000,200,1150,0.05,0.044679959637547506,0.04098252896560245
2000,200,1200,0.05,0.04393041384349939,0.04075915595761943
2000,200,1250,0.05,0.043266573205460894,0.04038691241262545
2000,200,1300,0.05,0.04264362287430985,0.04004283179892326
2000,200,1350,0.05,0.04209059552099195,0.03942581899763965
2000,200,1400,0.05,0.041954590439954836,0.03980156223544211
2000,200,1450,0.05,0.041338751615896285,0.03939198236065581
2000,200,1500,0.05,0.04117523798000776,0.039524906827254756
2000,200,1550,0.05,0.04128057244161545,0.03980280978675388
2000,200,1600,0.05,0.04107410083826759,0.039888292730329886
2000,200,1650,0.05,0.04096795534934601,0.0394711404857949
2000,200,1700,0.05,0.04178738785465411,0.04144509699024509
2000,200,1750,0.05,0.04086833739404387,0.039971176987826054
2000,200,1800,0.05,0.04069205844287446,0.04015456996085273
2000,200,1850,0.05,0.04018138652679821,0.03996137638322038
2000,200,1900,0.05,0.03942407464143746,0.03906325580173276
2000,200,1950,0.05,0.03997924035250432,0.03872247088183524
2000,200,2000,0.05,0.03967616665285221,0.03824904471383481
2000,200,2050,0.05,0.039773643325156684,0.037448080811680204
2000,200,2100,0.05,0.0398663005595849,0.03725185577714606
2000,200,2150,0.05,0.03939606854312088,0.03698541154608133
2000,200,2200,0.05,0.038848075337754355,0.036715519565990326
2000,200,2250,0.05,0.03819248990361374,0.03617936494881094
2000,200,2300,0.05,0.03830030196298303,0.036247463489280124
2000,200,2350,0.05,0.03822200472848651,0.03605321733351155
2000,200,2400,0.05,0.039464360855343446,0.03825790716393215
2000,200,2450,0.05,0.038922485584604864,0.03789690654446142
2000,200,2500,0.05,0.03862587029461948,0.03773315371695238
2000,200,2550,0.05,0.03849175518211824,0.03764508730407038
2000,200,2600,0.05,0.03789748939902529,0.03744146506906331
2000,200,2650,0.05,0.03785257983831179,0.0376832850921359
2000,200,2700,0.05,0.03801566307185682,0.03826608810062484
2000,200,2750,0.05,0.03789432159856139,0.03867711049307178
2000,200,2800,0.05,0.037441192514172765,0.03818376902013272
2000,200,2850,0.05,0.03703728417038535,0.03719043940567344
2000,200,2900,0.05,0.03687627734143149,0.03728358783601389
2000,200,2950,0.05,0.037040755571355,0.03687891215455487
2000,200,3000,0.05,0.037551064249185716,0.03784050113220125
2000,200,3050,0.05,0.03743545626982445,0.0378744496601272
2000,200,3100,0.05,0.0370401269090712,0.03727417534034982
2000,200,3150,0.05,0.0371953859496292,0.03755178347655428
2000,200,3200,0.05,0.03643374716028069,0.03652982421017701
2000,200,3250,0.05,0.036602334329548375,0.03662626731572194
2000,200,3300,0.05,0.03646431729201225,0.036402316146960365
2000,200,3350,0.05,0.03627304320090273,0.03585792709248101
2000,200,3400,0.05,0.03607762708827596,0.035313521390441575
2000,200,3450,0.05,0.0362375843352884,0.03554296136054243
2000,200,3500,0.05,0.03618379322867976,0.03561708457348355
2000,200,3550,0.05,0.03647523103736854,0.03528040951414702
2000,200,3600,0.05,0.03618381031012998,0.03486486270667275
2000,200,3650,0.05,0.03625728398815198,0.03523774431766796
2000,200,3700,0.05,0.03619613767848338,0.035991375515987786
2000,200,3750,0.05,0.035917059674451746,0.0356406348340292
2000,200,3800,0.05,0.03571119146246124,0.035299282426404135
2000,200,3850,0.05,0.0359928121966718,0.03604056843381954
2000,200,3900,0.05,0.03591017778801167,0.03682414478836013
2000,200,3950,0.05,0.035667726757929646,0.036951750028637605
2000,200,4000,0.05,0.035455876184088894,0.03727098050433136
2000,200,4050,0.05,0.035334288940762924,0.03716005047918213
2000,200,4100,0.05,0.03562639293736247,0.03767082014994543
2000,200,4150,0.05,0.035595566540839126,0.03766039561509419
2000,200,4200,0.05,0.035093444329702496,0.03748113049442765
2000,200,4250,0.05,0.03515819219361851,0.03763234753026864
2000,200,4300,0.05,0.03498588488346413,0.0379680796572323
2000,200,4350,0.05,0.036750163621379284,0.038047032180076885
2000,200,4400,0.05,0.03555073946264959,0.03699677848186449
2000,200,4450,0.05,0.03509875558292877,0.03601856760006441
2000,200,4500,0.05,0.03453768815841852,0.03560002886948005
2000,200,4550,0.05,0.03504615863215588,0.03761112157483206
2000,200,4600,0.05,0.034797958266642816,0.03596766278487585
2000,200,4650,0.05,0.03463950321652305,0.03572235863098709
2000,200,4700,0.05,0.036433070986773584,0.037687124726616034
2000,200,4750,0.05,0.03604838540337482,0.037342918952092345
2000,200,4800,0.05,0.03515237425359843,0.03656262012049444
2000,200,4850,0.05,0.03476944752348554,0.036860165471731904
2000,200,4900,0.05,0.03457554640354538,0.03645688835366392
2000,200,4950,0.05,0.033888241596026505,0.03592541990279421
2000,200,0,0.05,0.41820471496482936,0.4201032440134513
2000,200,50,0.05,0.3697479292616499,0.3721196768089767
2000,200,100,0.05,0.22456829666639422,0.23091899052082138
2000,200,150,0.05,0.16888585115083848,0.167182709404275
2000,200,200,0.05,0.10777344815217432,0.11115928962650161
2000,200,250,0.05,0.09557141859557726,0.09141267956362033
2000,200,300,0.05,0.08271487776585464,0.08095194960441221
2000,200,350,0.05,0.0705038815301241,0.07002138160575279
2000,200,400,0.05,0.05737813197506601,0.05933176656151883
2000,200,450,0.05,0.05141315229283071,0.05600757190327837
2000,200,500,0.05,0.04706591588268934,0.05387332014814748
2000,200,550,0.05,0.04565734868188692,0.053167190603818006
2000,200,600,0.05,0.04486518128653859,0.053051513366310435
2000,200,650,0.05,0.04301920544291827,0.050779167347365234
2000,200,700,0.05,0.042504630446229305,0.050556938034737715
2000,200,750,0.05,0.04181382779940415,0.05246278036232867
2000,200,800,0.05,0.04034780155851966,0.050784458567320744
2000,200,850,0.05,0.040113633371508244,0.04975375324846443
2000,200,900,0.05,0.039413705749961156,0.048465599498625105
2000,200,950,0.05,0.03921398250542943,0.04785631718816083
2000,200,1000,0.05,0.0390768841076484,0.04806989765158379
2000,200,1050,0.05,0.03886080692519441,0.048000228274491574
2000,200,1100,0.05,0.03854250550752646,0.04744410332744012
2000,200,1150,0.05,0.03816089847770298,0.04766248751609373
2000,200,1200,0.05,0.03876542491271577,0.04837632327626325
2000,200,1250,0.05,0.03848571158111531,0.04897327370558314
2000,200,1300,0.05,0.03788846930167101,0.048759583715402656
2000,200,1350,0.05,0.03752598849341139,0.049253823394864754
2000,200,1400,0.05,0.037287729514072686,0.04872953412885145
2000,200,1450,0.05,0.03725726626966729,0.048203151533829286
2000,200,1500,0.05,0.037430724979444135,0.04850767746437514
2000,200,1550,0.05,0.0373944877363516,0.04895828112426371
2000,200,1600,0.05,0.03645196137909884,0.04801542725354763
2000,200,1650,0.05,0.03601437084289241,0.047751614513891046
2000,200,1700,0.05,0.03582797940107914,0.04768553914118736
2000,200,1750,0.05,0.035452429695707034,0.047039708797643326
2000,200,1800,0.05,0.03639739795584146,0.047850275237214863
2000,200,1850,0.05,0.036177416438565944,0.04786226781613178
2000,200,1900,0.05,0.0361168360773982,0.04800758089339576
2000,200,1950,0.05,0.03537618038120534,0.04702726243256884
2000,200,2000,0.05,0.034879653766367494,0.04672679091931178
2000,200,2050,0.05,0.034458456874558716,0.04617676178693645
2000,200,2100,0.05,0.03450674269809943,0.04621516660687588
2000,200,2150,0.05,0.034315995417946304,0.045960979320419384
2000,200,2200,0.05,0.03419150818129419,0.04560524265099225
2000,200,2250,0.05,0.03413300252057605,0.04552333118473231
2000,200,2300,0.05,0.03406284838758772,0.045338075724968556
2000,200,2350,0.05,0.03445543038485505,0.04528847554037133
2000,200,2400,0.05,0.034449674146350605,0.0454936390872733
2000,200,2450,0.05,0.03449182808397948,0.045560129946616026
2000,200,2500,0.05,0.03386159210643105,0.04501930972111784
2000,200,2550,0.05,0.035257643000325474,0.046027571319292734
2000,200,2600,0.05,0.03478155352758054,0.04516310148004227
2000,200,2650,0.05,0.034660623413330226,0.04512108419479298
2000,200,2700,0.05,0.03476082587897299,0.04538079865141939
2000,200,2750,0.05,0.03524162931590719,0.04751209806896619
2000,200,2800,0.05,0.03432353824939104,0.046033887961255494
2000,200,2850,0.05,0.033992971087204886,0.0458103632457413
2000,200,2900,0.05,0.034011275612423536,0.04599054067152845
2000,200,2950,0.05,0.033479304760842,0.04557121586733017
2000,200,3000,0.05,0.03344933027178293,0.045422907566537836
2000,200,3050,0.05,0.03370238614963123,0.045613809637603836
2000,200,3100,0.05,0.03379042305971368,0.04595882903150881
2000,200,3150,0.05,0.03352875150386583,0.04578496276284785
2000,200,3200,0.05,0.032829226122437,0.04414089033337205
2000,200,3250,0.05,0.03299291852470092,0.04476689214187773
2000,200,3300,0.05,0.0327303406857888,0.04431860619412276
2000,200,3350,0.05,0.03232698343951875,0.04348376732987847
2000,200,3400,0.05,0.03205083331487829,0.04283172259508409
